split,class_index,category_id,image_id,annotation_id,file_name,species_name,common_name,kingdom,family,genus,width,height
train,0,9,2130616,2130616,train_mini/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/2327ae84-321c-44c6-9e68-42c3d9676afe.jpg,Araneus diadematus,Cross Orbweaver,Animalia,Araneidae,Araneus,375,500
train,0,9,2327631,2327631,train_mini/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/d68ee1fd-1ad2-4773-92d6-b71bd009c48e.jpg,Araneus diadematus,Cross Orbweaver,Animalia,Araneidae,Araneus,500,333
train,0,9,259087,259087,train_mini/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/9b9ad448-a211-4b63-85a6-7fb279dba914.jpg,Araneus diadematus,Cross Orbweaver,Animalia,Araneidae,Araneus,423,500
train,0,9,1476006,1476006,train_mini/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/e3df20a5-39fc-4bcd-84b3-b6e38e667ad9.jpg,Araneus diadematus,Cross Orbweaver,Animalia,Araneidae,Araneus,500,375
train,0,9,131995,131995,train_mini/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/9746872f-8ce2-465b-bf43-a4442913d877.jpg,Araneus diadematus,Cross Orbweaver,Animalia,Araneidae,Araneus,500,375
train,0,9,2256711,2256711,train_mini/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/9758a1ef-d918-44a8-a91a-650c952ad607.jpg,Araneus diadematus,Cross Orbweaver,Animalia,Araneidae,Araneus,375,500
train,0,9,1157590,1157590,train_mini/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/e7f42c65-015f-48c6-8cbf-3e011f074026.jpg,Araneus diadematus,Cross Orbweaver,Animalia,Araneidae,Araneus,500,281
train,0,9,273222,273222,train_mini/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/bc734bc9-9720-4218-8dfe-99fc7056909e.jpg,Araneus diadematus,Cross Orbweaver,Animalia,Araneidae,Araneus,500,375
train,0,9,2333650,2333650,train_mini/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/d1baa0b9-b8e8-4ea4-8f7f-3006791b2054.jpg,Araneus diadematus,Cross Orbweaver,Animalia,Araneidae,Araneus,375,500
train,1,45,594148,594148,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/77a852f5-48cf-454f-982c-d73730df6236.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,333
train,1,45,2570570,2570570,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/beaa5d52-5015-4b59-a8ce-6fd304829d08.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,333,500
train,1,45,2632538,2632538,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/5c591eeb-e575-4a64-9878-8d0b8f3e2802.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,375,500
train,1,45,1280536,1280536,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/0004ad1a-1965-4463-afa7-bd0107aaa452.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,375
train,1,45,2509345,2509345,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/e1208f59-abc2-4cae-81ed-c22fbc136576.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,375
train,1,45,2224460,2224460,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/ca5a49b7-c3d6-43f4-8199-3ad7763becc7.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,375,500
train,1,45,543540,543540,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/07a63c4b-d0d9-4eb1-9aed-dd72bb5d9a8b.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,375,500
train,1,45,1841876,1841876,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/2f27953c-42d1-4500-85f5-a06fe4c49e9d.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,375,500
train,1,45,2648644,2648644,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/5b3a1f1c-1ecc-4174-9577-d56802d61d26.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,470,500
train,1,45,2660210,2660210,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/828a5f29-b68c-41f4-a8fb-9a9c33e7c87c.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,375
train,1,45,2100585,2100585,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/4554240b-a6aa-4bc4-829d-4c725e9ae124.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,333
train,1,45,2670664,2670664,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/56e0284e-85b3-4f44-a76c-2f457f3d0bf2.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,281,500
train,1,45,372057,372057,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/005e0e9b-5e8a-4774-9bf3-734a28adfdf0.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,375,500
train,1,45,1100517,1100517,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/74b06a3a-9a7c-4185-bfec-83046546a26e.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,247
train,1,45,355091,355091,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/e474d349-0645-4f63-b254-c1d681fea79f.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,281,500
train,1,45,1245559,1245559,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/fe32cb4f-6452-4176-a46f-77cce208dfec.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,281,500
train,1,45,928829,928829,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/4fc13754-3c80-485d-be62-46e732498734.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,493
train,1,45,2489954,2489954,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/9922b481-fad1-49ef-90b8-a517736f2d41.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,375
train,1,45,627807,627807,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/c12c9aac-1ba3-4f23-82b4-e2d8cb0b81ce.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,333
train,1,45,101932,101932,train_mini/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/60239260-37d3-4886-b137-4715733c6391.jpg,Trichonephila clavipes,Golden Silk Spider,Animalia,Araneidae,Trichonephila,500,459
train,2,70,411099,411099,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/fed39b2d-b67e-49c3-8f82-0b6d16291ca5.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,400
train,2,70,598868,598868,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/2cbf7532-7e84-49ee-a89c-eef82f77fdb3.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,375
train,2,70,1573088,1573088,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/6f1e1787-c004-4b4a-b651-24b98608f54a.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,333
train,2,70,2638950,2638950,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/597e124b-78f9-4a3c-bfe1-5502e5a28265.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,333
train,2,70,1321208,1321208,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/bce133a6-7a0f-4114-ac48-a9f6de420397.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,333
train,2,70,1748674,1748674,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/fd4ce8ba-323c-4d78-9647-b946eb5f22c9.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,375
train,2,70,55759,55759,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/f6a4834d-4bd0-4d42-9c59-a79ae7aac867.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,375
train,2,70,264468,264468,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/3c6cc91f-9844-4954-86eb-745c00bbcfa7.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,333
train,2,70,807361,807361,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/a815c535-f769-4050-9f99-94c2f457ef52.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,467
train,2,70,2280419,2280419,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/1fd9c21a-a419-4e88-b838-fc4fab1dbc2f.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,375,500
train,2,70,471114,471114,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/05c15921-a7dd-4b62-8f65-fc2ea44f5c77.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,391
train,2,70,351367,351367,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/e40e5dfc-b301-4561-b719-5a6cb031ce7a.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,375,500
train,2,70,250119,250119,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/6618b598-863f-4de6-8643-fb571ab9bbdd.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,375,500
train,2,70,510698,510698,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/ab746cd7-26c9-4820-a03d-2f2b2b750665.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,281,500
train,2,70,1987143,1987143,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/0ceaff64-f949-462a-8456-09fa3fe78ba4.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,375,500
train,2,70,118961,118961,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/1559dbfd-20e3-4217-a18f-0865328b6f3e.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,346
train,2,70,1171573,1171573,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/ef57e99f-d546-4b23-8f63-f0f5245c2367.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,318
train,2,70,1787227,1787227,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/9c04407c-ff97-46c6-92cd-c5cfcdab622d.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,500
train,2,70,620426,620426,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/14f34a47-bed4-49ee-b2b8-5cd9df743e39.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,500,375
train,2,70,290790,290790,train_mini/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/97485641-d281-4e8b-b209-8b2b3d65cedd.jpg,Dolomedes triton,Six-spotted Fishing Spider,Animalia,Pisauridae,Dolomedes,419,500
train,3,94,755182,755182,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/058a159b-d5d2-4212-8b05-b8d0e367e43d.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,375,500
train,3,94,1199678,1199678,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/8946f55e-eb9e-4783-a222-36178a3f28f9.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,500,421
train,3,94,767400,767400,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/bb30f81b-3b9d-4821-ad5a-abf48b29bfa8.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,321,500
train,3,94,1677205,1677205,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/c62b181f-bda3-4ca3-8e96-0ad03249a137.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,500,500
train,3,94,353576,353576,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/de21b2cf-b38e-40e1-856b-7592104fd34a.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,500,458
train,3,94,380209,380209,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/db5e3995-bf29-4d6b-8479-c79048973811.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,500,375
train,3,94,1612271,1612271,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/b0c5081c-4fcf-44b3-954a-af99372527b6.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,375,500
train,3,94,863555,863555,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/961489a8-c118-4a52-a70f-da43afd78d2d.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,500,333
train,3,94,884790,884790,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/baceed38-fc1b-4a6f-8054-595f21f952e0.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,500,375
train,3,94,891624,891624,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/52f8f2bd-e3f7-403b-8bdb-5f1c843f5b61.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,500,375
train,3,94,1489176,1489176,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/67443517-f78a-4307-940e-66a35bb6ca0e.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,500,332
train,3,94,176837,176837,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/a98faaec-d7d6-4cbe-84c1-7c8346dd6cc7.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,375,500
train,3,94,727999,727999,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/bf5cc7da-1049-41fc-9778-09bfe4911629.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,375,500
train,3,94,466554,466554,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/b2422709-adf4-46ac-b6b5-db4310cd3dd0.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,281,500
train,3,94,2285560,2285560,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/ea99422c-4498-4c16-8891-3d166bff9bbc.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,404,500
train,3,94,2576305,2576305,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/d50f92b4-8770-42a2-96d2-5ce2724b3b87.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,375,500
train,3,94,1544906,1544906,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/e752b32d-bd91-45d3-abb1-d5de7027557a.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,243,500
train,3,94,409018,409018,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/891fc249-b65a-4d0c-89be-ebf54e75330d.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,477,500
train,3,94,1910084,1910084,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/49e40224-9108-459c-8663-7c4e04e96230.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,500,375
train,3,94,1586806,1586806,train_mini/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/aa8767aa-cafd-49e1-a890-3e3cb6447e28.jpg,Phidippus johnsoni,Johnson's Jumping Spider,Animalia,Salticidae,Phidippus,375,500
train,4,152,2362462,2362462,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/53b4c7e3-bbbf-4fe6-80b6-1480a1068b51.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,375,500
train,4,152,1992787,1992787,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/1cafa90b-c440-48dc-ba65-504ca94f0624.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,375,500
train,4,152,2282513,2282513,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/2c725ef0-219c-4f30-a514-3a6f7d11ba86.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,375,500
train,4,152,1059689,1059689,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/ceac89e2-74e3-4173-bf84-c77499e949ae.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,500,375
train,4,152,1662551,1662551,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/aca4bed0-6cc6-4b6c-b686-f87f88eac44b.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,500,375
train,4,152,2077011,2077011,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/a8310b3d-bfee-47b8-b4ae-f473891448ea.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,375,500
train,4,152,491138,491138,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/2e6d11d5-64d7-4439-83d6-63ba6ad09693.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,500,500
train,4,152,54657,54657,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/002b9239-8942-4024-b68e-1d85da310443.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,375,500
train,4,152,1147674,1147674,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/4ff9dfff-0b8b-4954-b446-1f655b372a27.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,500,403
train,4,152,1337351,1337351,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/d6b61631-1048-4c8f-8828-49a43398fade.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,500,282
train,4,152,243812,243812,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/be26eb18-f16c-4f21-b7e9-57bb94b57846.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,500,375
train,4,152,2374842,2374842,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/e3110a52-4717-4469-8a2e-133964420cfb.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,281,500
train,4,152,2205097,2205097,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/7d892fa3-6b99-4467-97b8-18afee7afa1f.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,500,375
train,4,152,1523671,1523671,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/d093f65a-1088-4093-b4d8-4ed71d83dc09.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,487,500
train,4,152,1261456,1261456,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/7252ca4d-144e-485c-a92f-1dcc8f698383.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,375,500
train,4,152,2167310,2167310,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/fcd040f7-25fc-4109-8aa4-003b913c7511.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,375,500
train,4,152,2354169,2354169,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/45ad4c43-75f2-4c65-9141-9b20f97d2b56.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,500,436
train,4,152,2611906,2611906,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/eacae818-6b9f-4515-b898-2a5752c70355.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,375,500
train,4,152,2162088,2162088,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/396e163b-f595-4b07-908a-637844d67b83.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,375,500
train,4,152,881096,881096,train_mini/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/26a66d58-4104-460f-9802-9ea2a2a35768.jpg,Paravaejovis puritanus,Paravaejovis puritanus,Animalia,Vaejovidae,Paravaejovis,281,500
