class_index,category_id,species_name,precision,recall,f1,support
62,1315,Tetracis crocallata,1.0,1.0,1.0,2
63,1335,Ancyloxypha numitor,0.25,0.5,0.3333333333333333,2
64,1346,Burnsius philetas,0.0,0.0,0.0,2
65,1362,Erynnis juvenalis,0.25,0.5,0.3333333333333333,2
66,1374,Iambrix salsala,1.0,0.5,0.6666666666666666,2
67,1376,Lerodea eufala,0.0,0.0,0.0,2
68,1378,Lon melane,0.0,0.0,0.0,2
69,1393,Polites mystic,0.0,0.0,0.0,2
70,1405,Thymelicus lineola,0.2,0.5,0.2857142857142857,2
71,1408,Urbanus dorantes,0.0,0.0,0.0,2
72,1430,Euclea incisa,0.0,0.0,0.0,2
73,1439,Anthene emolus,0.3333333333333333,0.5,0.4,2
74,1455,Catochrysops strabo,0.0,0.0,0.0,2
75,1458,Celastrina ladon,0.0,0.0,0.0,2
76,1469,Cyaniris semiargus,0.16666666666666666,0.5,0.25,2
77,1485,Icaricia icarioides,0.5,0.5,0.5,2
78,1493,Leptotes marina,1.0,0.5,0.6666666666666666,2
79,1534,Satyrium titus,0.0,0.0,0.0,2
80,1583,Autographa californica,0.0,0.0,0.0,2
81,1649,Lithacodia musta,1.0,0.5,0.6666666666666666,2
82,1653,Maliattha synochitis,0.3333333333333333,0.5,0.4,2
83,1691,Ponometia semiflava,0.0,0.0,0.0,2
84,1729,Pseudoips prasinana,0.0,0.0,0.0,2
85,1748,Peridea angulosa,0.5,0.5,0.5,2
86,1802,Brenthis ino,0.0,0.0,0.0,2
87,1838,Doxocopa laure,0.3333333333333333,0.5,0.4,2
88,1840,Dryas iulia,1.0,0.5,0.6666666666666666,2
89,1854,Euphydryas phaeton,0.6666666666666666,1.0,0.8,2
90,1908,Limenitis arthemis,0.0,0.0,0.0,2
91,1938,Nymphalis antiopa,0.0,0.0,0.0,2
92,1968,Smyrna blomfildia,0.6666666666666666,1.0,0.8,2
93,2009,Papilio anactus,0.6666666666666666,1.0,0.8,2
94,2034,Papilio thoas,0.0,0.0,0.0,2
95,2073,Eurema daira,1.0,0.5,0.6666666666666666,2
96,2077,Glutophrissa drusilla,0.3333333333333333,0.5,0.4,2
97,2092,Pieris brassicae,0.3333333333333333,0.5,0.4,2
98,2129,Moodna ostrinella,0.2,0.5,0.2857142857142857,2
99,2139,Calephelis nemesis,0.3333333333333333,1.0,0.5,2
100,2145,Melanis pixe,0.5,0.5,0.5,2
101,2149,Anisota senatoria,0.0,0.0,0.0,2
102,2161,Hemileuca maia,0.0,0.0,0.0,2
103,2166,Saturnia pavonia,0.5,1.0,0.6666666666666666,2
104,2167,Saturnia pyri,0.6666666666666666,1.0,0.8,2
105,2185,Dolba hyloeus,1.0,0.5,0.6666666666666666,2
106,2198,Hippotion scrofa,0.0,0.0,0.0,2
107,2211,Paonias excaecata,0.0,0.0,0.0,2
108,2222,Sphinx pinastri,0.0,0.0,0.0,2
109,2235,Argyrotaenia velutinana,0.0,0.0,0.0,2
110,2246,Cydia latiferreana,0.0,0.0,0.0,2
111,2249,Epiblema otiosana,0.0,0.0,0.0,2
112,2262,Platynota rostrana,0.0,0.0,0.0,2
113,2284,Orthodera ministralis,0.3333333333333333,0.5,0.4,2
114,2297,Chrysopa oculata,1.0,0.5,0.6666666666666666,2
115,2303,Libelloides coccajus,0.0,0.0,0.0,2
116,2332,Calopteryx maculata,0.0,0.0,0.0,2
117,2369,Enallagma cyathigerum,0.0,0.0,0.0,2
118,2375,Enallagma geminatum,0.0,0.0,0.0,2
119,2427,Erpetogomphus designatus,0.16666666666666666,0.5,0.25,2
120,2432,Hagenius brevistylus,0.0,0.0,0.0,2
121,2463,Lestes virens,0.3333333333333333,0.5,0.4,2
122,2527,Neurothemis taiwanensis,0.0,0.0,0.0,2
123,2628,Pseudochorthippus curtipennis,0.0,0.0,0.0,2
124,2633,Schistocerca obscura,0.0,0.0,0.0,2
125,2668,Conocephalus fuscus,1.0,0.5,0.6666666666666666,2
126,2702,Faxonius virilis,0.0,0.0,0.0,2
127,2736,Petrolisthes elongatus,1.0,1.0,1.0,2
128,2769,Pimephales notatus,0.3333333333333333,1.0,0.5,2
129,2770,Rhinichthys atratulus,0.0,0.0,0.0,2
130,2773,Squalius cephalus,0.0,0.0,0.0,2
131,2800,Lepomis auritus,1.0,0.5,0.6666666666666666,2
132,2812,Chaetodon capistratus,0.3333333333333333,0.5,0.4,2
133,2836,Eupetrichthys angustipes,1.0,0.5,0.6666666666666666,2
134,2855,Parupeneus spilurus,0.0,0.0,0.0,2
135,2858,Perca flavescens,0.0,0.0,0.0,2
136,2866,Abudefduf vaigiensis,0.6666666666666666,1.0,0.8,2
137,2878,Aplodinotus grunniens,0.0,0.0,0.0,2
138,2884,Paralabrax clathratus,0.0,0.0,0.0,2
139,2914,Plotosus lineatus,0.0,0.0,0.0,2
140,2919,Hippocampus histrix,0.6666666666666666,1.0,0.8,2
141,2973,Pristimantis achatinus,0.0,0.0,0.0,2
142,3014,Litoria fallax,0.25,0.5,0.3333333333333333,2
143,3040,Rana aurora,0.0,0.0,0.0,2
144,3070,Aneides aeneus,0.0,0.0,0.0,2
145,3107,Triturus carnifex,0.0,0.0,0.0,2
146,3120,Aquila heliaca,0.0,0.0,0.0,2
147,3177,Pernis apivorus,0.0,0.0,0.0,2
148,3199,Anas georgica,0.0,0.0,0.0,2
149,3244,Cygnus olor,0.5,0.5,0.5,2
150,3258,Melanitta perspicillata,0.0,0.0,0.0,2
151,3259,Mergellus albellus,0.25,0.5,0.3333333333333333,2
152,3260,Mergus merganser,0.0,0.0,0.0,2
153,3306,Archilochus alexandri,0.0,0.0,0.0,2
154,3321,Heliodoxa jacula,0.4,1.0,0.5714285714285714,2
155,3358,Charadrius obscurus,0.0,0.0,0.0,2
156,3364,Charadrius wilsonia,0.0,0.0,0.0,2
157,3367,Pluvialis dominica,0.3333333333333333,0.5,0.4,2
158,3372,Vanellus coronatus,0.6666666666666666,1.0,0.8,2
159,3385,Haematopus palliatus,1.0,1.0,1.0,2
160,3398,Chroicocephalus hartlaubii,0.0,0.0,0.0,2
161,3402,Chroicocephalus ridibundus,0.0,0.0,0.0,2
162,3410,Larus cachinnans,0.0,0.0,0.0,2
163,3417,Larus glaucescens,0.0,0.0,0.0,2
164,3481,Numenius madagascariensis,0.3333333333333333,0.5,0.4,2
165,3490,Tringa glareola,0.0,0.0,0.0,2
166,3529,Patagioenas flavirostris,0.0,0.0,0.0,2
167,3635,Pavo cristatus,0.3333333333333333,0.5,0.4,2
168,3673,Zapornia flavirostra,0.3333333333333333,0.5,0.4,2
169,3715,Passerina ciris,0.0,0.0,0.0,2
170,3719,Pheucticus chrysopeplus,0.0,0.0,0.0,2
171,3728,Certhia americana,0.0,0.0,0.0,2
172,3759,Corvus ossifragus,0.0,0.0,0.0,2
173,3777,Psilorhinus morio,0.0,0.0,0.0,2
174,3778,Pyrrhocorax graculus,0.0,0.0,0.0,2
175,3804,Taeniopygia bichenovii,0.0,0.0,0.0,2
176,3828,Loxia curvirostra,0.0,0.0,0.0,2
177,3849,Hirundo rustica,0.0,0.0,0.0,2
178,3859,Riparia riparia,0.0,0.0,0.0,2
179,3860,Stelgidopteryx ruficollis,0.0,0.0,0.0,2
180,3865,Tachycineta thalassina,0.0,0.0,0.0,2
181,3868,Agelaius tricolor,0.0,0.0,0.0,2
182,3901,Quiscalus quiscula,0.0,0.0,0.0,2
183,3938,Ptilotula penicillata,0.5,0.5,0.5,2
184,3961,Anthus pratensis,0.0,0.0,0.0,2
185,3990,Oenanthe familiaris,0.0,0.0,0.0,2
186,4040,Poecile hudsonicus,0.0,0.0,0.0,2
187,4043,Poecile rufescens,0.0,0.0,0.0,2
188,4068,Setophaga cerulea,0.0,0.0,0.0,2
189,4070,Setophaga citrina,0.4,1.0,0.5714285714285714,2
190,4073,Setophaga dominica,0.3333333333333333,1.0,0.5,2
191,4084,Setophaga ruticilla,0.0,0.0,0.0,2
192,4089,Vermivora chrysoptera,0.0,0.0,0.0,2
193,4099,Calamospiza melanocorys,0.0,0.0,0.0,2
194,4100,Centronyx henslowii,0.0,0.0,0.0,2
195,4118,Pipilo erythrophthalmus,0.0,0.0,0.0,2
196,4138,Eopsaltria australis,0.3333333333333333,0.5,0.4,2
197,4142,Petroica macrocephala,1.0,0.5,0.6666666666666666,2
198,4178,Regulus ignicapilla,1.0,0.5,0.6666666666666666,2
199,4189,Sitta pusilla,1.0,0.5,0.6666666666666666,2
200,4203,Chamaea fasciata,0.0,0.0,0.0,2
201,4228,Saltator coerulescens,0.0,0.0,0.0,2
202,4245,Thraupis episcopus,0.0,0.0,0.0,2
203,4293,Contopus cooperi,0.5,0.5,0.5,2
204,4295,Contopus sordidulus,0.0,0.0,0.0,2
205,4302,Empidonax hammondii,0.3333333333333333,0.5,0.4,2
206,4308,Fluvicola nengeta,0.5,1.0,0.6666666666666666,2
207,4313,Myiarchus cinerascens,0.0,0.0,0.0,2
208,4350,Zosterops japonicus,0.0,0.0,0.0,2
209,4352,Zosterops palpebrosus,0.25,0.5,0.3333333333333333,2
210,4372,Cochlearius cochlearius,0.0,0.0,0.0,2
211,4386,Nycticorax nycticorax,0.0,0.0,0.0,2
212,4391,Pelecanus crispus,0.5,0.5,0.5,2
213,4419,Phoenicopterus ruber,0.0,0.0,0.0,2
214,4442,Dryobates pubescens,0.0,0.0,0.0,2
215,4553,Megascops asio,0.0,0.0,0.0,2
216,4578,Phalacrocorax pelagicus,0.0,0.0,0.0,2
217,4579,Phalacrocorax penicillatus,1.0,1.0,1.0,2
218,4596,Trogon rufus,0.2,0.5,0.2857142857142857,2
219,4609,Ginglymostoma cirratum,0.0,0.0,0.0,2
220,4632,Oreotragus oreotragus,0.5,0.5,0.5,2
221,4641,Tragelaphus oryx,0.0,0.0,0.0,2
222,4654,Odocoileus virginianus,0.0,0.0,0.0,2
223,4671,Canis lupus,0.0,0.0,0.0,2
224,4673,Lycalopex culpaeus,0.25,0.5,0.3333333333333333,2
225,4680,Lynx canadensis,0.25,0.5,0.3333333333333333,2
226,4690,Mephitis macroura,0.0,0.0,0.0,2
227,4708,Phocarctos hookeri,0.0,0.0,0.0,2
228,4732,Galeopterus variegatus,0.0,0.0,0.0,2
229,4736,Macropus fuliginosus,0.0,0.0,0.0,2
230,4794,Castor canadensis,0.0,0.0,0.0,2
231,4801,Myodes glareolus,0.4,1.0,0.5714285714285714,2
232,4833,Marmota monax,0.5,0.5,0.5,2
233,4843,Sciurus aureogaster,0.5,0.5,0.5,2
234,4860,Caiman crocodilus,0.0,0.0,0.0,2
235,4862,Crocodylus moreletii,0.0,0.0,0.0,2
236,4879,Anguis veronensis,0.0,0.0,0.0,2
237,4884,Gerrhonotus infernalis,0.0,0.0,0.0,2
238,4904,Dendrelaphis pictus,0.25,1.0,0.4,2
239,4925,Lampropeltis triangulum,0.0,0.0,0.0,2
240,4964,Tantilla gracilis,0.0,0.0,0.0,2
241,4977,Zamenis longissimus,0.3333333333333333,0.5,0.4,2
242,4981,Basiliscus vittatus,0.16666666666666666,0.5,0.25,2
243,4995,Micrurus tener,0.0,0.0,0.0,2
244,5016,Iguana iguana,0.0,0.0,0.0,2
245,5028,Pseudaspis cana,0.0,0.0,0.0,2
246,5080,Plestiodon obsoletus,0.2222222222222222,1.0,0.36363636363636365,2
247,5118,Crotalus oreganus,0.0,0.0,0.0,2
248,5124,Sistrurus catenatus,0.0,0.0,0.0,2
249,5172,Actinia equina,1.0,0.5,0.6666666666666666,2
250,5220,Clinocardium nuttallii,0.6666666666666666,1.0,0.8,2
251,5273,Aliger gigas,0.0,0.0,0.0,2
252,5277,Buccinum undatum,0.0,0.0,0.0,2
253,5283,Californiconus californicus,0.0,0.0,0.0,2
254,5291,Americoliva sayana,0.0,0.0,0.0,2
255,5312,Phidiana hiltoni,1.0,1.0,1.0,2
256,5323,Phyllidia varicosa,1.0,0.5,0.6666666666666666,2
257,5330,Rumina decollata,0.0,0.0,0.0,2
258,5347,Cepaea hortensis,0.0,0.0,0.0,2
259,5350,Helix lucorum,0.0,0.0,0.0,2
260,5387,Tonicella lineata,0.0,0.0,0.0,2
261,5433,Peltigera praetextata,1.0,1.0,1.0,2
262,5441,Teloschistes flavicans,0.6666666666666666,1.0,0.8,2
263,5445,Umbilicaria mammulata,1.0,0.5,0.6666666666666666,2
264,5474,Agaricus xanthodermus,0.0,0.0,0.0,2
265,5477,Chlorophyllum molybdites,0.0,0.0,0.0,2
266,5498,Amanita rubescens,0.5,0.5,0.5,2
267,5523,Lichenomphalia umbellifera,0.6666666666666666,1.0,0.8,2
268,5541,Roridomyces austrororidus,0.0,0.0,0.0,2
269,5599,Chalciporus piperatus,0.4,1.0,0.5714285714285714,2
270,5633,Turbinellus floccosus,0.6666666666666666,1.0,0.8,2
271,5648,Phallus impudicus,0.3333333333333333,0.5,0.4,2
272,5676,Fomes fomentarius,0.25,0.5,0.3333333333333333,2
273,5700,Hericium americanum,1.0,1.0,1.0,2
274,5714,Xylobolus frustulatus,0.3333333333333333,0.5,0.4,2
275,5734,Rhizomnium glabrescens,0.3333333333333333,0.5,0.4,2
276,5756,Thuidium delicatulum,0.0,0.0,0.0,2
277,5764,Codium fragile,0.0,0.0,0.0,2
278,5769,Radula complanata,0.0,0.0,0.0,2
279,5783,Ephedra trifurca,0.0,0.0,0.0,2
280,5824,Cocos nucifera,1.0,1.0,1.0,2
281,5837,Allium cernuum,0.0,0.0,0.0,2
282,5856,Hymenocallis liriosme,1.0,1.0,1.0,2
283,5878,Asparagus acutifolius,0.0,0.0,0.0,2
284,5881,Asparagus officinalis,0.0,0.0,0.0,2
285,5887,Camassia quamash,1.0,0.5,0.6666666666666666,2
286,5916,Muscari neglectum,0.0,0.0,0.0,2
287,5948,Asphodelus ramosus,0.3333333333333333,0.5,0.4,2
288,5952,Phormium cookianum,0.0,0.0,0.0,2
289,5962,Crocus vernus,0.0,0.0,0.0,2
290,6005,Cephalanthera rubra,0.0,0.0,0.0,2
291,6018,Dactylorhiza fuchsii,0.0,0.0,0.0,2
292,6042,Goodyera tesselata,0.5,0.5,0.5,2
293,6054,Neottia nidus-avis,0.5,0.5,0.5,2
294,6060,Ophrys insectifera,1.0,1.0,1.0,2
295,6094,Spathoglottis plicata,0.4,1.0,0.5714285714285714,2
296,6097,Spiranthes lacera,0.0,0.0,0.0,2
297,6157,Erythronium oregonum,1.0,0.5,0.6666666666666666,2
298,6165,Fritillaria recurva,0.5,0.5,0.5,2
299,6168,Lilium bulbiferum,1.0,1.0,1.0,2
300,6176,Lilium pardalinum,1.0,0.5,0.6666666666666666,2
301,6202,Trillium nivale,1.0,1.0,1.0,2
302,6206,Trillium undulatum,1.0,1.0,1.0,2
303,6215,Smilax glauca,0.0,0.0,0.0,2
304,6238,Carex digitata,0.0,0.0,0.0,2
305,6295,Schoenoplectus pungens,0.0,0.0,0.0,2
306,6407,Paspalum dilatatum,0.0,0.0,0.0,2
307,6416,Poa annua,0.5,0.5,0.5,2
308,6425,Setaria viridis,1.0,1.0,1.0,2
309,6431,Stenotaphrum secundatum,0.16666666666666666,0.5,0.25,2
310,6433,Themeda triandra,0.5,0.5,0.5,2
311,6461,Dendrolycopodium obscurum,0.0,0.0,0.0,2
312,6492,Chaerophyllum aromaticum,0.0,0.0,0.0,2
313,6543,Torilis japonica,0.0,0.0,0.0,2
314,6554,Fatsia japonica,0.0,0.0,0.0,2
315,6562,Panax trifolius,0.0,0.0,0.0,2
316,6568,Schefflera actinophylla,0.0,0.0,0.0,2
317,6585,Ilex opaca,0.0,0.0,0.0,2
318,6590,Achillea millefolium,0.0,0.0,0.0,2
319,6609,Ambrosia salsola,0.0,0.0,0.0,2
320,6639,Artemisia vulgaris,0.0,0.0,0.0,2
321,6655,Bidens aristosa,0.5,0.5,0.5,2
322,6716,Cirsium texanum,0.3333333333333333,0.5,0.4,2
323,6734,Crepis tectorum,0.0,0.0,0.0,2
324,6779,Erigeron sumatrensis,0.0,0.0,0.0,2
325,6785,Eupatorium altissimum,0.0,0.0,0.0,2
326,6787,Eupatorium capillifolium,0.6666666666666666,1.0,0.8,2
327,6800,Gaillardia aristata,0.4,1.0,0.5714285714285714,2
328,6818,Helenium amarum,0.3333333333333333,0.5,0.4,2
329,6843,Hymenopappus artemisiifolius,0.3333333333333333,0.5,0.4,2
330,6874,Leucanthemum vulgare,0.3333333333333333,0.5,0.4,2
331,6893,Melanthera nivea,0.0,0.0,0.0,2
332,6901,Nabalus albus,0.0,0.0,0.0,2
333,6912,Ozothamnus leptophyllus,0.5,0.5,0.5,2
334,6918,Packera tampicana,0.25,0.5,0.3333333333333333,2
335,6948,Polymnia canadensis,0.0,0.0,0.0,2
336,6972,Senecio glastifolius,0.0,0.0,0.0,2
337,6990,Silphium terebinthinaceum,0.0,0.0,0.0,2
338,7005,Solidago rugosa,0.0,0.0,0.0,2
339,7013,Sonchus asper,0.0,0.0,0.0,2
340,7039,Taraxacum officinale,0.0,0.0,0.0,2
341,7047,Tithonia tubaeformis,0.0,0.0,0.0,2
342,7092,Campanula prenanthoides,0.0,0.0,0.0,2
343,7100,Jasione montana,0.0,0.0,0.0,2
344,7139,Echium plantagineum,0.0,0.0,0.0,2
345,7172,Myosotis latifolia,0.0,0.0,0.0,2
346,7173,Myosotis scorpioides,0.0,0.0,0.0,2
347,7226,Cakile maritima,0.0,0.0,0.0,2
348,7236,Cardamine hirsuta,0.0,0.0,0.0,2
349,7237,Cardamine impatiens,0.2,0.5,0.2857142857142857,2
350,7246,Dithyrea californica,0.3333333333333333,0.5,0.4,2
351,7299,Pseudowintera colorata,0.0,0.0,0.0,2
352,7327,Dysphania ambrosioides,0.0,0.0,0.0,2
353,7339,Anredera cordifolia,0.0,0.0,0.0,2
354,7364,Echinocereus enneacanthus,0.0,0.0,0.0,2
355,7366,Echinocereus pectinatus,0.5,0.5,0.5,2
356,7371,Echinocereus stramineus,0.5,0.5,0.5,2
357,7375,Escobaria vivipara,0.5,0.5,0.5,2
358,7376,Ferocactus cylindraceus,0.5,0.5,0.5,2
359,7434,Honckenya peploides,0.5,0.5,0.5,2
360,7451,Silene flos-cuculi,0.5,1.0,0.6666666666666666,2
361,7464,Stellaria graminea,0.0,0.0,0.0,2
362,7496,Montia parvifolia,0.0,0.0,0.0,2
363,7513,Limonium perezii,0.5,0.5,0.5,2
364,7520,Bistorta vivipara,0.25,0.5,0.3333333333333333,2
365,7526,Eriogonum deflexum,0.0,0.0,0.0,2
366,7536,Fallopia cilinodis,0.0,0.0,0.0,2
367,7552,Persicaria maculosa,0.0,0.0,0.0,2
368,7558,Polygonum aviculare,0.0,0.0,0.0,2
369,7559,Polygonum paronychia,0.0,0.0,0.0,2
370,7560,Pterostegia drymarioides,0.0,0.0,0.0,2
371,7567,Rumex hymenosepalus,0.0,0.0,0.0,2
372,7576,Canotia holacantha,0.0,0.0,0.0,2
373,7611,Cevallia sinuata,1.0,0.5,0.6666666666666666,2
374,7613,Mentzelia hispida,0.5,0.5,0.5,2
375,7619,Coriaria arborea,0.0,0.0,0.0,2
376,7625,Ecballium elaterium,0.0,0.0,0.0,2
377,7663,Symphoricarpos occidentalis,0.0,0.0,0.0,2
378,7678,Viburnum acerifolium,0.0,0.0,0.0,2
379,7707,Arbutus unedo,0.0,0.0,0.0,2
380,7709,Arctostaphylos glauca,0.0,0.0,0.0,2
381,7715,Calluna vulgaris,0.0,0.0,0.0,2
382,7718,Ceratiola ericoides,0.0,0.0,0.0,2
383,7723,Dracophyllum longifolium,0.0,0.0,0.0,2
384,7732,Erica coccinea,0.0,0.0,0.0,2
385,7740,Gaultheria antipoda,0.0,0.0,0.0,2
386,7750,Kalmia procumbens,0.25,1.0,0.4,2
387,7751,Leptecophylla juniperina,0.0,0.0,0.0,2
388,7792,Vaccinium membranaceum,0.0,0.0,0.0,2
389,7814,Ipomopsis longiflora,0.0,0.0,0.0,2
390,7830,Phlox drummondii,0.5,1.0,0.6666666666666666,2
391,7832,Phlox longifolia,0.0,0.0,0.0,2
392,7843,Androsace septentrionalis,0.5,0.5,0.5,2
393,7888,Acacia confusa,0.0,0.0,0.0,2
394,7891,Acacia longifolia,0.4,1.0,0.5714285714285714,2
395,7943,Cytisus scoparius,0.0,0.0,0.0,2
396,8024,Melilotus albus,0.0,0.0,0.0,2
397,8047,Platylobium obtusangulum,1.0,0.5,0.6666666666666666,2
398,8057,Robinia pseudoacacia,0.0,0.0,0.0,2
399,8083,Thermopsis californica,0.5,0.5,0.5,2
400,8130,Polygala nana,0.5,0.5,0.5,2
401,8132,Polygala rugelii,0.3333333333333333,0.5,0.4,2
402,8193,Quercus michauxii,0.0,0.0,0.0,2
403,8198,Quercus phellos,0.0,0.0,0.0,2
404,8220,Morella californica,0.0,0.0,0.0,2
405,8226,Garrya elliptica,0.0,0.0,0.0,2
406,8293,Frasera caroliniensis,0.3333333333333333,0.5,0.4,2
407,8325,Coprosma dumosa,0.5,0.5,0.5,2
408,8327,Coprosma grandifolia,0.0,0.0,0.0,2
409,8426,Ajuga genevensis,0.5,0.5,0.5,2
410,8427,Ajuga reptans,0.6666666666666666,1.0,0.8,2
411,8460,Melissa officinalis,0.0,0.0,0.0,2
412,8471,Monarda punctata,1.0,1.0,1.0,2
413,8482,Salvia apiana,0.0,0.0,0.0,2
414,8486,Salvia columbariae,0.0,0.0,0.0,2
415,8512,Stachys palustris,0.0,0.0,0.0,2
416,8523,Trichostema lanatum,0.3333333333333333,0.5,0.4,2
417,8526,Vitex agnus-castus,0.0,0.0,0.0,2
418,8569,Castilleja arvensis,0.5,0.5,0.5,2
419,8583,Castilleja purpurea,0.0,0.0,0.0,2
420,8592,Epifagus virginiana,1.0,0.5,0.6666666666666666,2
421,8600,Odontites vulgaris,0.3333333333333333,0.5,0.4,2
422,8606,Pedicularis densiflora,0.6666666666666666,1.0,0.8,2
423,8626,Erythranthe cardinalis,0.25,0.5,0.3333333333333333,2
424,8633,Phryma leptostachya,0.0,0.0,0.0,2
425,8687,Veronica americana,0.0,0.0,0.0,2
426,8693,Veronica filiformis,1.0,0.5,0.6666666666666666,2
427,8709,Buddleja davidii,0.0,0.0,0.0,2
428,8717,Verbascum nigrum,0.3333333333333333,0.5,0.4,2
429,8719,Verbascum virgatum,0.0,0.0,0.0,2
430,8723,Duranta erecta,1.0,0.5,0.6666666666666666,2
431,8724,Glandularia bipinnatifida,1.0,0.5,0.6666666666666666,2
432,8757,Asimina triloba,0.0,0.0,0.0,2
433,8763,Magnolia tripetala,0.25,0.5,0.3333333333333333,2
434,8767,Acalypha rhomboidea,0.0,0.0,0.0,2
435,8773,Croton glandulosus,0.3333333333333333,0.5,0.4,2
436,8804,Euphorbia ophthalmica,0.0,0.0,0.0,2
437,8818,Manihot esculenta,0.0,0.0,0.0,2
438,8834,Hypericum perforatum,0.0,0.0,0.0,2
439,8867,Salix bebbiana,0.0,0.0,0.0,2
440,8869,Salix cinerea,0.0,0.0,0.0,2
441,8878,Salix nigra,0.0,0.0,0.0,2
442,8912,Viola rotundifolia,0.0,0.0,0.0,2
443,8930,Abutilon theophrasti,0.0,0.0,0.0,2
444,8956,Malva assurgentiflora,1.0,0.5,0.6666666666666666,2
445,8987,Muntingia calabura,0.0,0.0,0.0,2
446,9069,Oenothera rosea,0.0,0.0,0.0,2
447,9089,Aristotelia serrata,0.5,0.5,0.5,2
448,9124,Banksia integrifolia,0.0,0.0,0.0,2
449,9128,Leucadendron laureolum,0.0,0.0,0.0,2
450,9133,Mimetes cucullatus,0.6666666666666666,1.0,0.8,2
451,9199,Actaea racemosa,0.3333333333333333,0.5,0.4,2
452,9202,Adonis vernalis,0.5,0.5,0.5,2
453,9203,Anemonastrum canadense,0.25,0.5,0.3333333333333333,2
454,9221,Aquilegia vulgaris,0.3333333333333333,0.5,0.4,2
455,9226,Clematis crispa,0.0,0.0,0.0,2
456,9235,Clematis virginiana,0.3333333333333333,0.5,0.4,2
