method,class_index,species,family,genus,test_images,correct,accuracy,most_common_wrong_class,most_common_wrong_species,most_common_wrong_count
Optimized ImageNet-pretrained ResNet50,486,Krameria erecta (Pima Rhatany),Krameriaceae,Krameria,10,6,0.6,463,Prunus fasciculata (desert almond),2
Optimized ImageNet-pretrained ResNet50,496,Cystopteris fragilis (brittle bladderfern),Cystopteridaceae,Cystopteris,10,6,0.6,349,Cardamine impatiens (narrow-leaved bittercress),2
Optimized ImageNet-pretrained ResNet50,68,Lon melane (Umber Skipper),Hesperiidae,Lon,10,6,0.6,47,Pyrausta volupialis (Volupial Pyrausta Moth),1
Optimized ImageNet-pretrained ResNet50,70,Thymelicus lineola (European Skipper),Hesperiidae,Thymelicus,10,6,0.6,464,Prunus pumila (sand cherry),1
Optimized ImageNet-pretrained ResNet50,91,Nymphalis antiopa (Mourning Cloak),Nymphalidae,Nymphalis,10,6,0.6,353,Anredera cordifolia (Mignonette vine),1
Optimized ImageNet-pretrained ResNet50,176,Loxia curvirostra (Red Crossbill),Fringillidae,Loxia,10,6,0.6,153,Archilochus alexandri (Black-chinned Hummingbird),1
Optimized ImageNet-pretrained ResNet50,225,Lynx canadensis (Canada Lynx),Felidae,Lynx,10,6,0.6,223,Canis lupus (Gray Wolf),1
Optimized ImageNet-pretrained ResNet50,230,Castor canadensis (American Beaver),Castoridae,Castor,10,6,0.6,232,Marmota monax (Woodchuck),1
Optimized ImageNet-pretrained ResNet50,237,Gerrhonotus infernalis (Texas Alligator Lizard),Anguidae,Gerrhonotus,10,6,0.6,95,Eurema daira (Barred Yellow),1
Optimized ImageNet-pretrained ResNet50,238,Dendrelaphis pictus (Common Bronze-back),Colubridae,Dendrelaphis,10,6,0.6,331,Melanthera nivea (Snow Squarestem),1
Optimized ImageNet-pretrained ResNet50,253,Californiconus californicus (California Cone),Conidae,Californiconus,10,6,0.6,254,Americoliva sayana (Lettered Olive),1
Optimized ImageNet-pretrained ResNet50,284,Asparagus officinalis (asparagus),Asparagaceae,Asparagus,10,6,0.6,451,Actaea racemosa (black cohosh),1
Optimized ImageNet-pretrained ResNet50,288,Phormium cookianum (Mountain flax),Asphodelaceae,Phormium,10,6,0.6,383,Dracophyllum longifolium (Inaka),1
Optimized ImageNet-pretrained ResNet50,309,Stenotaphrum secundatum (Saint Augustine grass),Poaceae,Stenotaphrum,10,6,0.6,310,Themeda triandra (Kangaroo Grass),1
Optimized ImageNet-pretrained ResNet50,314,Fatsia japonica (Japanese aralia),Araliaceae,Fatsia,10,6,0.6,459,Morus indica (Korean mulberry),1
Optimized ImageNet-pretrained ResNet50,317,Ilex opaca (American holly),Aquifoliaceae,Ilex,10,6,0.6,475,Acer campestre (field maple),1
Optimized ImageNet-pretrained ResNet50,325,Eupatorium altissimum (tall boneset),Asteraceae,Eupatorium,10,6,0.6,404,Morella californica (California Wax Myrtle),1
Optimized ImageNet-pretrained ResNet50,326,Eupatorium capillifolium (dogfennel),Asteraceae,Eupatorium,10,6,0.6,349,Cardamine impatiens (narrow-leaved bittercress),1
Optimized ImageNet-pretrained ResNet50,348,Cardamine hirsuta (hairy bittercress),Brassicaceae,Cardamine,10,6,0.6,436,Euphorbia ophthalmica (Florida Hammock Sandmat),1
Optimized ImageNet-pretrained ResNet50,349,Cardamine impatiens (narrow-leaved bittercress),Brassicaceae,Cardamine,10,6,0.6,329,Hymenopappus artemisiifolius (Old Plainsman),1
Optimized ImageNet-pretrained ResNet50,351,Pseudowintera colorata (Mountain Horopito),Winteraceae,Pseudowintera,10,6,0.6,303,Smilax glauca (sawbrier),1
Optimized ImageNet-pretrained ResNet50,353,Anredera cordifolia (Mignonette vine),Basellaceae,Anredera,10,6,0.6,467,Rubus schmidelioides,1
Optimized ImageNet-pretrained ResNet50,362,Montia parvifolia (Small-leaved Blinks),Montiaceae,Montia,10,6,0.6,370,Pterostegia drymarioides (woodland pterostegia),1
Optimized ImageNet-pretrained ResNet50,368,Polygonum aviculare (prostrate knotweed),Polygonaceae,Polygonum,10,6,0.6,369,Polygonum paronychia (beach knotweed),1
Optimized ImageNet-pretrained ResNet50,370,Pterostegia drymarioides (woodland pterostegia),Polygonaceae,Pterostegia,10,6,0.6,392,Androsace septentrionalis (pygmy-flower rock-jasmine),1
Optimized ImageNet-pretrained ResNet50,372,Canotia holacantha (crucifixion thorn),Celastraceae,Canotia,10,6,0.6,319,Ambrosia salsola (common burrobrush),1
Optimized ImageNet-pretrained ResNet50,388,Vaccinium membranaceum (black huckleberry),Ericaceae,Vaccinium,10,6,0.6,439,Salix bebbiana (bebb's willow),1
Optimized ImageNet-pretrained ResNet50,432,Asimina triloba (common pawpaw),Annonaceae,Asimina,10,6,0.6,463,Prunus fasciculata (desert almond),1
Optimized ImageNet-pretrained ResNet50,433,Magnolia tripetala (umbrella magnolia),Magnoliaceae,Magnolia,10,6,0.6,337,Silphium terebinthinaceum (prairie dock),1
Optimized ImageNet-pretrained ResNet50,436,Euphorbia ophthalmica (Florida Hammock Sandmat),Euphorbiaceae,Euphorbia,10,6,0.6,466,Rubus bifrons (Himalayan-berry),1
Optimized ImageNet-pretrained ResNet50,449,Leucadendron laureolum (Golden Sunshinebush),Proteaceae,Leucadendron,10,6,0.6,464,Prunus pumila (sand cherry),1
Optimized ImageNet-pretrained ResNet50,466,Rubus bifrons (Himalayan-berry),Rosaceae,Rubus,10,6,0.6,366,Fallopia cilinodis (Fringed Bindweed),1
Optimized ImageNet-pretrained ResNet50,467,Rubus schmidelioides,Rosaceae,Rubus,10,6,0.6,339,Sonchus asper (prickly sowthistle),1
Optimized ImageNet-pretrained ResNet50,6,Scolopendra heros (Giant Desert Centipede),Scolopendridae,Scolopendra,10,7,0.7,5,Hemiscolopendra marginata (Eastern Bark Centipede),2
Optimized ImageNet-pretrained ResNet50,38,Camponotus novaeboracensis (New York Carpenter Ant),Formicidae,Camponotus,10,7,0.7,37,Camponotus floridanus (Florida Carpenter Ant),2
Optimized ImageNet-pretrained ResNet50,51,Catocala ilia (Ilia Underwing),Erebidae,Catocala,10,7,0.7,102,Hemileuca maia (Buck Moth),2
Optimized ImageNet-pretrained ResNet50,118,Enallagma geminatum (Skimming Bluet),Coenagrionidae,Enallagma,10,7,0.7,117,Enallagma cyathigerum (Common Blue Damselfly),2
Optimized ImageNet-pretrained ResNet50,123,Pseudochorthippus curtipennis (Marsh meadow grasshopper),Acrididae,Pseudochorthippus,10,7,0.7,125,Conocephalus fuscus (Long-winged Conehead),2
Optimized ImageNet-pretrained ResNet50,139,Plotosus lineatus (Striped Eel Catfish),Plotosidae,Plotosus,10,7,0.7,138,Paralabrax clathratus (Kelp Bass),2
Optimized ImageNet-pretrained ResNet50,156,Charadrius wilsonia (Wilson's Plover),Charadriidae,Charadrius,10,7,0.7,155,Charadrius obscurus (Red-breasted Dotterel),2
Optimized ImageNet-pretrained ResNet50,178,Riparia riparia (Bank Swallow),Hirundinidae,Riparia,10,7,0.7,179,Stelgidopteryx ruficollis (Southern Rough-winged Swallow),2
Optimized ImageNet-pretrained ResNet50,194,Centronyx henslowii (Henslow's Sparrow),Passerellidae,Centronyx,10,7,0.7,184,Anthus pratensis (Meadow Pipit),2
Optimized ImageNet-pretrained ResNet50,199,Sitta pusilla (Brown-headed Nuthatch),Sittidae,Sitta,10,7,0.7,186,Poecile hudsonicus (Boreal Chickadee),2
Optimized ImageNet-pretrained ResNet50,201,Saltator coerulescens (Grayish Saltator),Thraupidae,Saltator,10,7,0.7,170,Pheucticus chrysopeplus (Yellow Grosbeak),2
Optimized ImageNet-pretrained ResNet50,209,Zosterops palpebrosus (Indian White-eye),Zosteropidae,Zosterops,10,7,0.7,208,Zosterops japonicus (Warbling White-eye),2
Optimized ImageNet-pretrained ResNet50,221,Tragelaphus oryx (Eland),Bovidae,Tragelaphus,10,7,0.7,229,Macropus fuliginosus (Western Grey Kangaroo),2
Optimized ImageNet-pretrained ResNet50,248,Sistrurus catenatus (Massasauga),Viperidae,Sistrurus,10,7,0.7,247,Crotalus oreganus (Western Rattlesnake),2
Optimized ImageNet-pretrained ResNet50,354,Echinocereus enneacanthus (Strawberry Cactus),Cactaceae,Echinocereus,10,7,0.7,356,Echinocereus stramineus (strawberry hedgehog cactus),2
Optimized ImageNet-pretrained ResNet50,410,Ajuga reptans (carpet bugle),Lamiaceae,Ajuga,10,7,0.7,409,Ajuga genevensis (Blue Bugle),2
Optimized ImageNet-pretrained ResNet50,452,Adonis vernalis (Spring Adonis),Ranunculaceae,Adonis,10,7,0.7,458,Ranunculus acris (meadow buttercup),2
Optimized ImageNet-pretrained ResNet50,477,Crassula ovata (jade plant),Crassulaceae,Crassula,10,7,0.7,333,Ozothamnus leptophyllus (Tauhinu),2
Optimized ImageNet-pretrained ResNet50,7,Agrilus planipennis (Emerald Ash Borer),Buprestidae,Agrilus,10,7,0.7,402,Quercus michauxii (swamp chestnut oak),1
Optimized ImageNet-pretrained ResNet50,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),Cantharidae,Chauliognathus,10,7,0.7,9,Rutpela maculata (Spotted Longhorn),1
Optimized ImageNet-pretrained ResNet50,15,Oedemera femorata,Oedemeridae,Oedemera,10,7,0.7,282,Hymenocallis liriosme (spring spiderlily),1
Optimized ImageNet-pretrained ResNet50,17,Exomala orientalis (Oriental Beetle),Scarabaeidae,Exomala,10,7,0.7,27,Leptoglossus occidentalis (Western Conifer Seed Bug),1
Optimized ImageNet-pretrained ResNet50,31,Nezara viridula (Southern Green Stink Bug),Pentatomidae,Nezara,10,7,0.7,466,Rubus bifrons (Himalayan-berry),1
Optimized ImageNet-pretrained ResNet50,44,Agriphila straminella (Pearl Veneer),Crambidae,Agriphila,10,7,0.7,288,Phormium cookianum (Mountain flax),1
Optimized ImageNet-pretrained ResNet50,71,Urbanus dorantes (Dorantes Longtail),Hesperiidae,Urbanus,10,7,0.7,403,Quercus phellos (willow oak),1
Optimized ImageNet-pretrained ResNet50,93,Papilio anactus (Dainty Swallowtail),Papilionidae,Papilio,10,7,0.7,91,Nymphalis antiopa (Mourning Cloak),1
Optimized ImageNet-pretrained ResNet50,95,Eurema daira (Barred Yellow),Pieridae,Eurema,10,7,0.7,66,Iambrix salsala (Chestnut Bob),1
Optimized ImageNet-pretrained ResNet50,124,Schistocerca obscura (Obscure Bird Grasshopper),Acrididae,Schistocerca,10,7,0.7,129,Rhinichthys atratulus (Blacknose Dace),1
Optimized ImageNet-pretrained ResNet50,133,Eupetrichthys angustipes (Snakeskin Wrasse),Labridae,Eupetrichthys,10,7,0.7,138,Paralabrax clathratus (Kelp Bass),1
Optimized ImageNet-pretrained ResNet50,143,Rana aurora (Northern Red-legged Frog),Ranidae,Rana,10,7,0.7,141,Pristimantis achatinus (Cachabi Robber Frog),1
Optimized ImageNet-pretrained ResNet50,150,Melanitta perspicillata (Surf Scoter),Anatidae,Melanitta,10,7,0.7,147,Pernis apivorus (European Honey-buzzard),1
Optimized ImageNet-pretrained ResNet50,158,Vanellus coronatus (Crowned Lapwing),Charadriidae,Vanellus,10,7,0.7,151,Mergellus albellus (Smew),1
Optimized ImageNet-pretrained ResNet50,165,Tringa glareola (Wood Sandpiper),Scolopacidae,Tringa,10,7,0.7,164,Numenius madagascariensis (Far Eastern Curlew),1
Optimized ImageNet-pretrained ResNet50,166,Patagioenas flavirostris (Red-billed Pigeon),Columbidae,Patagioenas,10,7,0.7,233,Sciurus aureogaster (Red-bellied Squirrel),1
Optimized ImageNet-pretrained ResNet50,171,Certhia americana (Brown Creeper),Certhiidae,Certhia,10,7,0.7,211,Nycticorax nycticorax (Black-crowned Night Heron),1
Optimized ImageNet-pretrained ResNet50,172,Corvus ossifragus (Fish Crow),Corvidae,Corvus,10,7,0.7,203,Contopus cooperi (Olive-sided Flycatcher),1
Optimized ImageNet-pretrained ResNet50,173,Psilorhinus morio (Brown Jay),Corvidae,Psilorhinus,10,7,0.7,203,Contopus cooperi (Olive-sided Flycatcher),1
Optimized ImageNet-pretrained ResNet50,180,Tachycineta thalassina (Violet-green Swallow),Hirundinidae,Tachycineta,10,7,0.7,83,Ponometia semiflava (Half-yellow Moth),1
Optimized ImageNet-pretrained ResNet50,188,Setophaga cerulea (Cerulean Warbler),Parulidae,Setophaga,10,7,0.7,465,Prunus spinosa (Blackthorn),1
Optimized ImageNet-pretrained ResNet50,190,Setophaga dominica (Yellow-throated Warbler),Parulidae,Setophaga,10,7,0.7,33,Andrena cineraria (Ashy Mining Bee),1
Optimized ImageNet-pretrained ResNet50,193,Calamospiza melanocorys (Lark Bunting),Passerellidae,Calamospiza,10,7,0.7,203,Contopus cooperi (Olive-sided Flycatcher),1
Optimized ImageNet-pretrained ResNet50,202,Thraupis episcopus (Blue-gray Tanager),Thraupidae,Thraupis,10,7,0.7,188,Setophaga cerulea (Cerulean Warbler),1
Optimized ImageNet-pretrained ResNet50,203,Contopus cooperi (Olive-sided Flycatcher),Tyrannidae,Contopus,10,7,0.7,204,Contopus sordidulus (Western Wood-Pewee),1
Optimized ImageNet-pretrained ResNet50,205,Empidonax hammondii (Hammond's Flycatcher),Tyrannidae,Empidonax,10,7,0.7,201,Saltator coerulescens (Grayish Saltator),1
Optimized ImageNet-pretrained ResNet50,210,Cochlearius cochlearius (Boat-billed Heron),Ardeidae,Cochlearius,10,7,0.7,212,Pelecanus crispus (Dalmatian Pelican),1
Optimized ImageNet-pretrained ResNet50,212,Pelecanus crispus (Dalmatian Pelican),Pelecanidae,Pelecanus,10,7,0.7,163,Larus glaucescens (Glaucous-winged Gull),1
Optimized ImageNet-pretrained ResNet50,233,Sciurus aureogaster (Red-bellied Squirrel),Sciuridae,Sciurus,10,7,0.7,166,Patagioenas flavirostris (Red-billed Pigeon),1
Optimized ImageNet-pretrained ResNet50,235,Crocodylus moreletii (Belize Crocodile),Crocodylidae,Crocodylus,10,7,0.7,145,Triturus carnifex (Italian Crested Newt),1
Optimized ImageNet-pretrained ResNet50,243,Micrurus tener (Texas Coralsnake),Elapidae,Micrurus,10,7,0.7,306,Paspalum dilatatum (Dallis grass),1
Optimized ImageNet-pretrained ResNet50,252,Buccinum undatum (Common Whelk),Buccinidae,Buccinum,10,7,0.7,78,Leptotes marina (Marine Blue),1
Optimized ImageNet-pretrained ResNet50,264,Agaricus xanthodermus (Yellow Stainer),Agaricaceae,Agaricus,10,7,0.7,340,Taraxacum officinale (common dandelion),1
Optimized ImageNet-pretrained ResNet50,316,Schefflera actinophylla (Octopus Tree),Araliaceae,Schefflera,10,7,0.7,314,Fatsia japonica (Japanese aralia),1
Optimized ImageNet-pretrained ResNet50,318,Achillea millefolium (common yarrow),Asteraceae,Achillea,10,7,0.7,427,Buddleja davidii (Butterfly bush),1
Optimized ImageNet-pretrained ResNet50,320,Artemisia vulgaris (common mugwort),Asteraceae,Artemisia,10,7,0.7,284,Asparagus officinalis (asparagus),1
Optimized ImageNet-pretrained ResNet50,328,Helenium amarum (Bitterweed),Asteraceae,Helenium,10,7,0.7,321,Bidens aristosa (tickseed beggar-ticks),1
Optimized ImageNet-pretrained ResNet50,333,Ozothamnus leptophyllus (Tauhinu),Asteraceae,Ozothamnus,10,7,0.7,324,Erigeron sumatrensis (tropical horseweed),1
