method,class_index,species,family,genus,test_images,correct,accuracy,most_common_wrong_class,most_common_wrong_species,most_common_wrong_count
ImageNet-pretrained ConvNeXt-Tiny with MixUp,432,Asimina triloba (common pawpaw),Annonaceae,Asimina,10,4,0.4,437,Manihot esculenta (Cassava),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,209,Zosterops palpebrosus (Indian White-eye),Zosteropidae,Zosterops,10,5,0.5,208,Zosterops japonicus (Warbling White-eye),5
ImageNet-pretrained ConvNeXt-Tiny with MixUp,162,Larus cachinnans (Caspian Gull),Laridae,Larus,10,5,0.5,163,Larus glaucescens (Glaucous-winged Gull),4
ImageNet-pretrained ConvNeXt-Tiny with MixUp,77,Icaricia icarioides (Boisduval's Blue),Lycaenidae,Icaricia,10,5,0.5,76,Cyaniris semiargus (Mazarine Blue),3
ImageNet-pretrained ConvNeXt-Tiny with MixUp,160,Chroicocephalus hartlaubii (Hartlaub's Gull),Laridae,Chroicocephalus,10,5,0.5,162,Larus cachinnans (Caspian Gull),3
ImageNet-pretrained ConvNeXt-Tiny with MixUp,407,Coprosma dumosa,Rubiaceae,Coprosma,10,5,0.5,463,Prunus fasciculata (desert almond),3
ImageNet-pretrained ConvNeXt-Tiny with MixUp,208,Zosterops japonicus (Warbling White-eye),Zosteropidae,Zosterops,10,5,0.5,209,Zosterops palpebrosus (Indian White-eye),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,283,Asparagus acutifolius (Spiny Asparagus),Asparagaceae,Asparagus,10,5,0.5,387,Leptecophylla juniperina (Prickly mingimingi),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,303,Smilax glauca (sawbrier),Smilacaceae,Smilax,10,5,0.5,353,Anredera cordifolia (Mignonette vine),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,192,Vermivora chrysoptera (Golden-winged Warbler),Parulidae,Vermivora,10,5,0.5,190,Setophaga dominica (Yellow-throated Warbler),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,222,Odocoileus virginianus (White-tailed Deer),Cervidae,Odocoileus,10,5,0.5,143,Rana aurora (Northern Red-legged Frog),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,281,Allium cernuum (nodding onion),Amaryllidaceae,Allium,10,5,0.5,392,Androsace septentrionalis (pygmy-flower rock-jasmine),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,314,Fatsia japonica (Japanese aralia),Araliaceae,Fatsia,10,5,0.5,404,Morella californica (California Wax Myrtle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,339,Sonchus asper (prickly sowthistle),Asteraceae,Sonchus,10,5,0.5,443,Abutilon theophrasti (velvetleaf),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,424,Phryma leptostachya (American lopseed),Phrymaceae,Phryma,10,5,0.5,411,Melissa officinalis (lemon balm),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,440,Salix cinerea (Grey Willow),Salicaceae,Salix,10,5,0.5,439,Salix bebbiana (bebb's willow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,441,Salix nigra (black willow),Salicaceae,Salix,10,5,0.5,214,Dryobates pubescens (Downy Woodpecker),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,464,Prunus pumila (sand cherry),Rosaceae,Prunus,10,5,0.5,318,Achillea millefolium (common yarrow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,473,Toxicodendron rydbergii (poison ivy),Anacardiaceae,Toxicodendron,10,5,0.5,359,Honckenya peploides (Sea Sandwort),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,245,Pseudaspis cana (Mole Snake),Lamprophiidae,Pseudaspis,10,6,0.6,241,Zamenis longissimus (Aesculapian Snake),4
ImageNet-pretrained ConvNeXt-Tiny with MixUp,234,Caiman crocodilus (Common Caiman),Alligatoridae,Caiman,10,6,0.6,235,Crocodylus moreletii (Belize Crocodile),3
ImageNet-pretrained ConvNeXt-Tiny with MixUp,414,Salvia columbariae (chia),Lamiaceae,Salvia,10,6,0.6,343,Jasione montana (Sheep's-bit),3
ImageNet-pretrained ConvNeXt-Tiny with MixUp,488,Taxodium distichum (baldcypress),Cupressaceae,Taxodium,10,6,0.6,489,Taxodium mucronatum (Montezuma cypress),3
ImageNet-pretrained ConvNeXt-Tiny with MixUp,67,Lerodea eufala (Eufala Skipper),Hesperiidae,Lerodea,10,6,0.6,68,Lon melane (Umber Skipper),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,117,Enallagma cyathigerum (Common Blue Damselfly),Coenagrionidae,Enallagma,10,6,0.6,118,Enallagma geminatum (Skimming Bluet),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,161,Chroicocephalus ridibundus (Black-headed Gull),Laridae,Chroicocephalus,10,6,0.6,162,Larus cachinnans (Caspian Gull),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,182,Quiscalus quiscula (Common Grackle),Icteridae,Quiscalus,10,6,0.6,181,Agelaius tricolor (Tricolored Blackbird),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,204,Contopus sordidulus (Western Wood-Pewee),Tyrannidae,Contopus,10,6,0.6,203,Contopus cooperi (Olive-sided Flycatcher),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,225,Lynx canadensis (Canada Lynx),Felidae,Lynx,10,6,0.6,223,Canis lupus (Gray Wolf),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,284,Asparagus officinalis (asparagus),Asparagaceae,Asparagus,10,6,0.6,326,Eupatorium capillifolium (dogfennel),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,306,Paspalum dilatatum (Dallis grass),Poaceae,Paspalum,10,6,0.6,309,Stenotaphrum secundatum (Saint Augustine grass),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,336,Senecio glastifolius (Woad-leaved ragwort),Asteraceae,Senecio,10,6,0.6,339,Sonchus asper (prickly sowthistle),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,358,Ferocactus cylindraceus (California barrel cactus),Cactaceae,Ferocactus,10,6,0.6,355,Echinocereus pectinatus (Spiny Hedgehog Cactus),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,395,Cytisus scoparius (Scotch Broom),Fabaceae,Cytisus,10,6,0.6,383,Dracophyllum longifolium (Inaka),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,405,Garrya elliptica (Coast silk tassel),Garryaceae,Garrya,10,6,0.6,353,Anredera cordifolia (Mignonette vine),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,408,Coprosma grandifolia (Kanono),Rubiaceae,Coprosma,10,6,0.6,353,Anredera cordifolia (Mignonette vine),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,410,Ajuga reptans (carpet bugle),Lamiaceae,Ajuga,10,6,0.6,409,Ajuga genevensis (Blue Bugle),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,91,Nymphalis antiopa (Mourning Cloak),Nymphalidae,Nymphalis,10,6,0.6,65,Erynnis juvenalis (Juvenal's Duskywing),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,163,Larus glaucescens (Glaucous-winged Gull),Laridae,Larus,10,6,0.6,161,Chroicocephalus ridibundus (Black-headed Gull),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,171,Certhia americana (Brown Creeper),Certhiidae,Certhia,10,6,0.6,214,Dryobates pubescens (Downy Woodpecker),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,173,Psilorhinus morio (Brown Jay),Corvidae,Psilorhinus,10,6,0.6,195,Pipilo erythrophthalmus (Eastern Towhee),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,177,Hirundo rustica (Barn Swallow),Hirundinidae,Hirundo,10,6,0.6,202,Thraupis episcopus (Blue-gray Tanager),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,186,Poecile hudsonicus (Boreal Chickadee),Paridae,Poecile,10,6,0.6,199,Sitta pusilla (Brown-headed Nuthatch),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,207,Myiarchus cinerascens (Ash-throated Flycatcher),Tyrannidae,Myiarchus,10,6,0.6,204,Contopus sordidulus (Western Wood-Pewee),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,223,Canis lupus (Gray Wolf),Canidae,Canis,10,6,0.6,488,Taxodium distichum (baldcypress),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,292,Goodyera tesselata (checkered rattlesnake plantain),Orchidaceae,Goodyera,10,6,0.6,296,Spiranthes lacera (Slender Ladies' Tresses),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,304,Carex digitata (Fingered Sedge),Cyperaceae,Carex,10,6,0.6,310,Themeda triandra (Kangaroo Grass),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,323,Crepis tectorum (narrow-leaved hawksbeard),Asteraceae,Crepis,10,6,0.6,457,Pulsatilla patens (eastern pasqueflower),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,348,Cardamine hirsuta (hairy bittercress),Brassicaceae,Cardamine,10,6,0.6,307,Poa annua (Annual Meadow-grass),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,351,Pseudowintera colorata (Mountain Horopito),Winteraceae,Pseudowintera,10,6,0.6,385,Gaultheria antipoda,1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,368,Polygonum aviculare (prostrate knotweed),Polygonaceae,Polygonum,10,6,0.6,369,Polygonum paronychia (beach knotweed),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,383,Dracophyllum longifolium (Inaka),Ericaceae,Dracophyllum,10,6,0.6,464,Prunus pumila (sand cherry),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,417,Vitex agnus-castus (Lilac chaste tree),Lamiaceae,Vitex,10,6,0.6,437,Manihot esculenta (Cassava),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,436,Euphorbia ophthalmica (Florida Hammock Sandmat),Euphorbiaceae,Euphorbia,10,6,0.6,369,Polygonum paronychia (beach knotweed),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,439,Salix bebbiana (bebb's willow),Salicaceae,Salix,10,6,0.6,398,Robinia pseudoacacia (black locust),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,449,Leucadendron laureolum (Golden Sunshinebush),Proteaceae,Leucadendron,10,6,0.6,261,Peltigera praetextata (scaly pelt lichen),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,461,Eriobotrya japonica (Loquat),Rosaceae,Eriobotrya,10,6,0.6,439,Salix bebbiana (bebb's willow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,467,Rubus schmidelioides,Rosaceae,Rubus,10,6,0.6,435,Croton glandulosus (Tropic Croton),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,468,Ulmus americana (American elm),Ulmaceae,Ulmus,10,6,0.6,102,Hemileuca maia (Buck Moth),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,492,Pinus ponderosa (ponderosa pine),Pinaceae,Pinus,10,6,0.6,488,Taxodium distichum (baldcypress),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,217,Phalacrocorax penicillatus (Brandt's Cormorant),Phalacrocoracidae,Phalacrocorax,10,7,0.7,216,Phalacrocorax pelagicus (Pelagic Cormorant),3
ImageNet-pretrained ConvNeXt-Tiny with MixUp,345,Myosotis latifolia (broadleaf forget-me-not),Boraginaceae,Myosotis,10,7,0.7,346,Myosotis scorpioides (water forget-me-not),3
ImageNet-pretrained ConvNeXt-Tiny with MixUp,5,Hemiscolopendra marginata (Eastern Bark Centipede),Scolopendridae,Hemiscolopendra,10,7,0.7,6,Scolopendra heros (Giant Desert Centipede),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,146,Aquila heliaca (Imperial Eagle),Accipitridae,Aquila,10,7,0.7,147,Pernis apivorus (European Honey-buzzard),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,151,Mergellus albellus (Smew),Anatidae,Mergellus,10,7,0.7,150,Melanitta perspicillata (Surf Scoter),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,199,Sitta pusilla (Brown-headed Nuthatch),Sittidae,Sitta,10,7,0.7,186,Poecile hudsonicus (Boreal Chickadee),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,216,Phalacrocorax pelagicus (Pelagic Cormorant),Phalacrocoracidae,Phalacrocorax,10,7,0.7,217,Phalacrocorax penicillatus (Brandt's Cormorant),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,241,Zamenis longissimus (Aesculapian Snake),Colubridae,Zamenis,10,7,0.7,236,Anguis veronensis (Italian Slow Worm),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,263,Umbilicaria mammulata (Smooth Rock Tripe),Umbilicariaceae,Umbilicaria,10,7,0.7,261,Peltigera praetextata (scaly pelt lichen),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,288,Phormium cookianum (Mountain flax),Asphodelaceae,Phormium,10,7,0.7,383,Dracophyllum longifolium (Inaka),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,346,Myosotis scorpioides (water forget-me-not),Boraginaceae,Myosotis,10,7,0.7,345,Myosotis latifolia (broadleaf forget-me-not),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,354,Echinocereus enneacanthus (Strawberry Cactus),Cactaceae,Echinocereus,10,7,0.7,356,Echinocereus stramineus (strawberry hedgehog cactus),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,380,Arctostaphylos glauca (Big Berry Manzanita),Ericaceae,Arctostaphylos,10,7,0.7,474,Bursera microphylla (elephant tree),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,438,Hypericum perforatum (Klamath weed),Hypericaceae,Hypericum,10,7,0.7,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,486,Krameria erecta (Pima Rhatany),Krameriaceae,Krameria,10,7,0.7,463,Prunus fasciculata (desert almond),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,490,Abies concolor (white fir),Pinaceae,Abies,10,7,0.7,493,Gleichenia dicarpa (tangle fern),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,15,Oedemera femorata,Oedemeridae,Oedemera,10,7,0.7,456,Clematis virginiana (Virginia virgin's-bower),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,32,Phymata americana (Jagged Ambush Bug),Reduviidae,Phymata,10,7,0.7,443,Abutilon theophrasti (velvetleaf),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,34,Xylocopa micans (Southern Carpenter Bee),Apidae,Xylocopa,10,7,0.7,22,Eristalis transversa (Transverse-banded Flower Fly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,39,Augochlora pura (Pure Green Sweat Bee),Halictidae,Augochlora,10,7,0.7,40,Augochloropsis metallica (Metallic Epauletted-Sweat Bee),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,44,Agriphila straminella (Pearl Veneer),Crambidae,Agriphila,10,7,0.7,24,Adelges tsugae (Hemlock Woolly Adelgid),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,71,Urbanus dorantes (Dorantes Longtail),Hesperiidae,Urbanus,10,7,0.7,172,Corvus ossifragus (Fish Crow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,79,Satyrium titus (Coral Hairstreak),Lycaenidae,Satyrium,10,7,0.7,74,Catochrysops strabo (Forget-me-not),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,93,Papilio anactus (Dainty Swallowtail),Papilionidae,Papilio,10,7,0.7,89,Euphydryas phaeton (Baltimore Checkerspot),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,135,Perca flavescens (Yellow Perch),Percidae,Perca,10,7,0.7,128,Pimephales notatus (Bluntnose Minnow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,137,Aplodinotus grunniens (Freshwater Drum),Sciaenidae,Aplodinotus,10,7,0.7,131,Lepomis auritus (Redbreast Sunfish),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,170,Pheucticus chrysopeplus (Yellow Grosbeak),Cardinalidae,Pheucticus,10,7,0.7,183,Ptilotula penicillata (White-plumed Honeyeater),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,176,Loxia curvirostra (Red Crossbill),Fringillidae,Loxia,10,7,0.7,186,Poecile hudsonicus (Boreal Chickadee),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,181,Agelaius tricolor (Tricolored Blackbird),Icteridae,Agelaius,10,7,0.7,149,Cygnus olor (Mute Swan),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,190,Setophaga dominica (Yellow-throated Warbler),Parulidae,Setophaga,10,7,0.7,214,Dryobates pubescens (Downy Woodpecker),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,191,Setophaga ruticilla (American Redstart),Parulidae,Setophaga,10,7,0.7,198,Regulus ignicapilla (Common Firecrest),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,193,Calamospiza melanocorys (Lark Bunting),Passerellidae,Calamospiza,10,7,0.7,203,Contopus cooperi (Olive-sided Flycatcher),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,195,Pipilo erythrophthalmus (Eastern Towhee),Passerellidae,Pipilo,10,7,0.7,191,Setophaga ruticilla (American Redstart),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,197,Petroica macrocephala (Tomtit),Petroicidae,Petroica,10,7,0.7,223,Canis lupus (Gray Wolf),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,203,Contopus cooperi (Olive-sided Flycatcher),Tyrannidae,Contopus,10,7,0.7,172,Corvus ossifragus (Fish Crow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,214,Dryobates pubescens (Downy Woodpecker),Picidae,Dryobates,10,7,0.7,222,Odocoileus virginianus (White-tailed Deer),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,215,Megascops asio (Eastern Screech-Owl),Strigidae,Megascops,10,7,0.7,398,Robinia pseudoacacia (black locust),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,230,Castor canadensis (American Beaver),Castoridae,Castor,10,7,0.7,232,Marmota monax (Woodchuck),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,237,Gerrhonotus infernalis (Texas Alligator Lizard),Anguidae,Gerrhonotus,10,7,0.7,7,Agrilus planipennis (Emerald Ash Borer),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,248,Sistrurus catenatus (Massasauga),Viperidae,Sistrurus,10,7,0.7,247,Crotalus oreganus (Western Rattlesnake),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,279,Ephedra trifurca (longleaf ephedra),Ephedraceae,Ephedra,10,7,0.7,305,Schoenoplectus pungens (common three-square),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,290,Cephalanthera rubra (Red Helleborine),Orchidaceae,Cephalanthera,10,7,0.7,446,Oenothera rosea (rose evening primrose),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,309,Stenotaphrum secundatum (Saint Augustine grass),Poaceae,Stenotaphrum,10,7,0.7,383,Dracophyllum longifolium (Inaka),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,313,Torilis japonica (upright hedge-parsley),Apiaceae,Torilis,10,7,0.7,460,Crataegus marshallii (parsley hawthorn),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,324,Erigeron sumatrensis (tropical horseweed),Asteraceae,Erigeron,10,7,0.7,68,Lon melane (Umber Skipper),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,325,Eupatorium altissimum (tall boneset),Asteraceae,Eupatorium,10,7,0.7,435,Croton glandulosus (Tropic Croton),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,326,Eupatorium capillifolium (dogfennel),Asteraceae,Eupatorium,10,7,0.7,307,Poa annua (Annual Meadow-grass),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,333,Ozothamnus leptophyllus (Tauhinu),Asteraceae,Ozothamnus,10,7,0.7,319,Ambrosia salsola (common burrobrush),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,340,Taraxacum officinale (common dandelion),Asteraceae,Taraxacum,10,7,0.7,401,Polygala rugelii (Yellow milkwort),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,356,Echinocereus stramineus (strawberry hedgehog cactus),Cactaceae,Echinocereus,10,7,0.7,358,Ferocactus cylindraceus (California barrel cactus),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,357,Escobaria vivipara (viviparous foxtail cactus),Cactaceae,Escobaria,10,7,0.7,327,Gaillardia aristata (great blanketflower),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,365,Eriogonum deflexum (skeleton weed),Polygonaceae,Eriogonum,10,7,0.7,117,Enallagma cyathigerum (Common Blue Damselfly),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,377,Symphoricarpos occidentalis (Western Snowberry),Caprifoliaceae,Symphoricarpos,10,7,0.7,335,Polymnia canadensis (leafcup),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,378,Viburnum acerifolium (mapleleaf viburnum),Viburnaceae,Viburnum,10,7,0.7,470,Laportea canadensis (Canadian wood nettle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,381,Calluna vulgaris (common heather),Ericaceae,Calluna,10,7,0.7,281,Allium cernuum (nodding onion),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,393,Acacia confusa (Taiwan Acacia),Fabaceae,Acacia,10,7,0.7,490,Abies concolor (white fir),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,394,Acacia longifolia (longleaf wattle),Fabaceae,Acacia,10,7,0.7,393,Acacia confusa (Taiwan Acacia),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,403,Quercus phellos (willow oak),Fagaceae,Quercus,10,7,0.7,420,Epifagus virginiana (Beechdrops),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,413,Salvia apiana (white sage),Lamiaceae,Salvia,10,7,0.7,439,Salix bebbiana (bebb's willow),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,426,Veronica filiformis (Slender speedwell),Plantaginaceae,Veronica,10,7,0.7,330,Leucanthemum vulgare (oxeye daisy),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,427,Buddleja davidii (Butterfly bush),Scrophulariaceae,Buddleja,10,7,0.7,431,Glandularia bipinnatifida (Dakota mock vervain),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,430,Duranta erecta (golden dewdrop),Verbenaceae,Duranta,10,7,0.7,445,Muntingia calabura (Cherry Tree),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,447,Aristotelia serrata (Wineberry),Elaeocarpaceae,Aristotelia,10,7,0.7,469,Ulmus pumila (Siberian elm),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,448,Banksia integrifolia (Coastal Banksia),Proteaceae,Banksia,10,7,0.7,404,Morella californica (California Wax Myrtle),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,451,Actaea racemosa (black cohosh),Ranunculaceae,Actaea,10,7,0.7,428,Verbascum nigrum (Dark Mullein),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,454,Aquilegia vulgaris (common columbine),Ranunculaceae,Aquilegia,10,7,0.7,482,Ipomoea obscura (Obscure Morning Glory),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,456,Clematis virginiana (Virginia virgin's-bower),Ranunculaceae,Clematis,10,7,0.7,116,Calopteryx maculata (Ebony Jewelwing),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,457,Pulsatilla patens (eastern pasqueflower),Ranunculaceae,Pulsatilla,10,7,0.7,289,Crocus vernus (Spring Crocus),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,458,Ranunculus acris (meadow buttercup),Ranunculaceae,Ranunculus,10,7,0.7,452,Adonis vernalis (Spring Adonis),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,477,Crassula ovata (jade plant),Crassulaceae,Crassula,10,7,0.7,333,Ozothamnus leptophyllus (Tauhinu),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,491,Pinus contorta (lodgepole pine),Pinaceae,Pinus,10,7,0.7,492,Pinus ponderosa (ponderosa pine),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,498,Pteris vittata (ladder fern),Pteridaceae,Pteris,10,7,0.7,354,Echinocereus enneacanthus (Strawberry Cactus),1
ImageNet-pretrained ConvNeXt-Tiny with MixUp,40,Augochloropsis metallica (Metallic Epauletted-Sweat Bee),Halictidae,Augochloropsis,10,8,0.8,39,Augochlora pura (Pure Green Sweat Bee),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,139,Plotosus lineatus (Striped Eel Catfish),Plotosidae,Plotosus,10,8,0.8,138,Paralabrax clathratus (Kelp Bass),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,221,Tragelaphus oryx (Eland),Bovidae,Tragelaphus,10,8,0.8,222,Odocoileus virginianus (White-tailed Deer),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,265,Chlorophyllum molybdites (green-spored parasol),Agaricaceae,Chlorophyllum,10,8,0.8,264,Agaricus xanthodermus (Yellow Stainer),2
ImageNet-pretrained ConvNeXt-Tiny with MixUp,268,Roridomyces austrororidus,Mycenaceae,Roridomyces,10,8,0.8,267,Lichenomphalia umbellifera (Lichen Agaric),2
