method,class_index,species,family,genus,test_images,correct,accuracy,most_common_wrong_class,most_common_wrong_species,most_common_wrong_count
Simple CNN from scratch,309,Stenotaphrum secundatum (Saint Augustine grass),Poaceae,Stenotaphrum,10,0,0.0,396,Melilotus albus (white sweet clover),3
Simple CNN from scratch,313,Torilis japonica (upright hedge-parsley),Apiaceae,Torilis,10,0,0.0,426,Veronica filiformis (Slender speedwell),3
Simple CNN from scratch,318,Achillea millefolium (common yarrow),Asteraceae,Achillea,10,0,0.0,325,Eupatorium altissimum (tall boneset),3
Simple CNN from scratch,327,Gaillardia aristata (great blanketflower),Asteraceae,Gaillardia,10,0,0.0,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),3
Simple CNN from scratch,335,Polymnia canadensis (leafcup),Asteraceae,Polymnia,10,0,0.0,480,Tolmiea menziesii (youth on age),3
Simple CNN from scratch,340,Taraxacum officinale (common dandelion),Asteraceae,Taraxacum,10,0,0.0,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),3
Simple CNN from scratch,342,Campanula prenanthoides (California Harebell),Campanulaceae,Campanula,10,0,0.0,454,Aquilegia vulgaris (common columbine),3
Simple CNN from scratch,346,Myosotis scorpioides (water forget-me-not),Boraginaceae,Myosotis,10,0,0.0,361,Stellaria graminea (lesser stitchwort),3
Simple CNN from scratch,349,Cardamine impatiens (narrow-leaved bittercress),Brassicaceae,Cardamine,10,0,0.0,361,Stellaria graminea (lesser stitchwort),3
Simple CNN from scratch,354,Echinocereus enneacanthus (Strawberry Cactus),Cactaceae,Echinocereus,10,0,0.0,486,Krameria erecta (Pima Rhatany),3
Simple CNN from scratch,355,Echinocereus pectinatus (Spiny Hedgehog Cactus),Cactaceae,Echinocereus,10,0,0.0,274,Xylobolus frustulatus (ceramic parchment),3
Simple CNN from scratch,368,Polygonum aviculare (prostrate knotweed),Polygonaceae,Polygonum,10,0,0.0,396,Melilotus albus (white sweet clover),3
Simple CNN from scratch,369,Polygonum paronychia (beach knotweed),Polygonaceae,Polygonum,10,0,0.0,426,Veronica filiformis (Slender speedwell),3
Simple CNN from scratch,370,Pterostegia drymarioides (woodland pterostegia),Polygonaceae,Pterostegia,10,0,0.0,274,Xylobolus frustulatus (ceramic parchment),3
Simple CNN from scratch,379,Arbutus unedo (strawberry tree),Ericaceae,Arbutus,10,0,0.0,361,Stellaria graminea (lesser stitchwort),3
Simple CNN from scratch,380,Arctostaphylos glauca (Big Berry Manzanita),Ericaceae,Arctostaphylos,10,0,0.0,372,Canotia holacantha (crucifixion thorn),3
Simple CNN from scratch,381,Calluna vulgaris (common heather),Ericaceae,Calluna,10,0,0.0,426,Veronica filiformis (Slender speedwell),3
Simple CNN from scratch,382,Ceratiola ericoides (sand heath),Ericaceae,Ceratiola,10,0,0.0,325,Eupatorium altissimum (tall boneset),3
Simple CNN from scratch,388,Vaccinium membranaceum (black huckleberry),Ericaceae,Vaccinium,10,0,0.0,454,Aquilegia vulgaris (common columbine),3
Simple CNN from scratch,389,Ipomopsis longiflora (flaxflowered ipomopsis),Polemoniaceae,Ipomopsis,10,0,0.0,115,Libelloides coccajus (Owly Sulphur),3
Simple CNN from scratch,390,Phlox drummondii (Drummond's phlox),Polemoniaceae,Phlox,10,0,0.0,431,Glandularia bipinnatifida (Dakota mock vervain),3
Simple CNN from scratch,394,Acacia longifolia (longleaf wattle),Fabaceae,Acacia,10,0,0.0,426,Veronica filiformis (Slender speedwell),3
Simple CNN from scratch,404,Morella californica (California Wax Myrtle),Myricaceae,Morella,10,0,0.0,361,Stellaria graminea (lesser stitchwort),3
Simple CNN from scratch,408,Coprosma grandifolia (Kanono),Rubiaceae,Coprosma,10,0,0.0,426,Veronica filiformis (Slender speedwell),3
Simple CNN from scratch,413,Salvia apiana (white sage),Lamiaceae,Salvia,10,0,0.0,274,Xylobolus frustulatus (ceramic parchment),3
Simple CNN from scratch,415,Stachys palustris (Marsh Woundwort),Lamiaceae,Stachys,10,0,0.0,361,Stellaria graminea (lesser stitchwort),3
Simple CNN from scratch,420,Epifagus virginiana (Beechdrops),Orobanchaceae,Epifagus,10,0,0.0,274,Xylobolus frustulatus (ceramic parchment),3
Simple CNN from scratch,427,Buddleja davidii (Butterfly bush),Scrophulariaceae,Buddleja,10,0,0.0,454,Aquilegia vulgaris (common columbine),3
Simple CNN from scratch,429,Verbascum virgatum (Wand Mullein),Scrophulariaceae,Verbascum,10,0,0.0,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),3
Simple CNN from scratch,430,Duranta erecta (golden dewdrop),Verbenaceae,Duranta,10,0,0.0,454,Aquilegia vulgaris (common columbine),3
Simple CNN from scratch,444,Malva assurgentiflora (Island Mallow),Malvaceae,Malva,10,0,0.0,39,Augochlora pura (Pure Green Sweat Bee),3
Simple CNN from scratch,447,Aristotelia serrata (Wineberry),Elaeocarpaceae,Aristotelia,10,0,0.0,325,Eupatorium altissimum (tall boneset),3
Simple CNN from scratch,455,Clematis crispa (Swamp Leather Flower),Ranunculaceae,Clematis,10,0,0.0,361,Stellaria graminea (lesser stitchwort),3
Simple CNN from scratch,458,Ranunculus acris (meadow buttercup),Ranunculaceae,Ranunculus,10,0,0.0,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),3
Simple CNN from scratch,461,Eriobotrya japonica (Loquat),Rosaceae,Eriobotrya,10,0,0.0,314,Fatsia japonica (Japanese aralia),3
Simple CNN from scratch,463,Prunus fasciculata (desert almond),Rosaceae,Prunus,10,0,0.0,325,Eupatorium altissimum (tall boneset),3
Simple CNN from scratch,473,Toxicodendron rydbergii (poison ivy),Anacardiaceae,Toxicodendron,10,0,0.0,361,Stellaria graminea (lesser stitchwort),3
Simple CNN from scratch,475,Acer campestre (field maple),Sapindaceae,Acer,10,0,0.0,470,Laportea canadensis (Canadian wood nettle),3
Simple CNN from scratch,491,Pinus contorta (lodgepole pine),Pinaceae,Pinus,10,0,0.0,325,Eupatorium altissimum (tall boneset),3
Simple CNN from scratch,494,Asplenium bulbiferum (Hen and Chicks Fern),Aspleniaceae,Asplenium,10,0,0.0,459,Morus indica (Korean mulberry),3
Simple CNN from scratch,1,Trichonephila clavipes (Golden Silk Spider),Araneidae,Trichonephila,10,0,0.0,48,Urola nivalis (Snowy Urola Moth),2
Simple CNN from scratch,2,Dolomedes triton (Six-spotted Fishing Spider),Pisauridae,Dolomedes,10,0,0.0,273,Hericium americanum (Bear's Head Tooth),2
Simple CNN from scratch,3,Phidippus johnsoni (Johnson's Jumping Spider),Salticidae,Phidippus,10,0,0.0,274,Xylobolus frustulatus (ceramic parchment),2
Simple CNN from scratch,6,Scolopendra heros (Giant Desert Centipede),Scolopendridae,Scolopendra,10,0,0.0,274,Xylobolus frustulatus (ceramic parchment),2
Simple CNN from scratch,7,Agrilus planipennis (Emerald Ash Borer),Buprestidae,Agrilus,10,0,0.0,274,Xylobolus frustulatus (ceramic parchment),2
Simple CNN from scratch,10,Trichocnemis spiculatus (Spined Woodborer),Cerambycidae,Trichocnemis,10,0,0.0,247,Crotalus oreganus (Western Rattlesnake),2
Simple CNN from scratch,11,Leptinotarsa juncta (False Potato Beetle),Chrysomelidae,Leptinotarsa,10,0,0.0,66,Iambrix salsala (Chestnut Bob),2
Simple CNN from scratch,13,Psyllobora vigintiduopunctata (22-spot Ladybird Beetle),Coccinellidae,Psyllobora,10,0,0.0,66,Iambrix salsala (Chestnut Bob),2
Simple CNN from scratch,15,Oedemera femorata,Oedemeridae,Oedemera,10,0,0.0,201,Saltator coerulescens (Grayish Saltator),2
Simple CNN from scratch,18,Calliphora vicina (Blue Blowfly),Calliphoridae,Calliphora,10,0,0.0,217,Phalacrocorax penicillatus (Brandt's Cormorant),2
Simple CNN from scratch,21,Eristalis stipator (Yellow-shouldered Drone Fly),Syrphidae,Eristalis,10,0,0.0,119,Erpetogomphus designatus (Eastern Ringtail),2
Simple CNN from scratch,22,Eristalis transversa (Transverse-banded Flower Fly),Syrphidae,Eristalis,10,0,0.0,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),2
Simple CNN from scratch,23,Toxomerus politus (Maize Calligrapher Fly),Syrphidae,Toxomerus,10,0,0.0,110,Cydia latiferreana (Filbertworm Moth),2
Simple CNN from scratch,25,Acanthocephala femorata (Florida Leaf-footed Bug),Coreidae,Acanthocephala,10,0,0.0,76,Cyaniris semiargus (Mazarine Blue),2
Simple CNN from scratch,26,Leptoglossus clypealis (Western Leaf-footed Bug),Coreidae,Leptoglossus,10,0,0.0,119,Erpetogomphus designatus (Eastern Ringtail),2
Simple CNN from scratch,27,Leptoglossus occidentalis (Western Conifer Seed Bug),Coreidae,Leptoglossus,10,0,0.0,48,Urola nivalis (Snowy Urola Moth),2
Simple CNN from scratch,28,Adelphocoris lineolatus (Alfalfa Plant Bug),Miridae,Adelphocoris,10,0,0.0,118,Enallagma geminatum (Skimming Bluet),2
Simple CNN from scratch,29,Graphosoma italicum (European Striped Shield Bug),Pentatomidae,Graphosoma,10,0,0.0,115,Libelloides coccajus (Owly Sulphur),2
Simple CNN from scratch,30,Halyomorpha halys (Brown Marmorated Stink Bug),Pentatomidae,Halyomorpha,10,0,0.0,164,Numenius madagascariensis (Far Eastern Curlew),2
Simple CNN from scratch,32,Phymata americana (Jagged Ambush Bug),Reduviidae,Phymata,10,0,0.0,374,Mentzelia hispida (Streambank Stickleaf),2
Simple CNN from scratch,33,Andrena cineraria (Ashy Mining Bee),Andrenidae,Andrena,10,0,0.0,274,Xylobolus frustulatus (ceramic parchment),2
Simple CNN from scratch,34,Xylocopa micans (Southern Carpenter Bee),Apidae,Xylocopa,10,0,0.0,454,Aquilegia vulgaris (common columbine),2
Simple CNN from scratch,35,Cimbex americanus (Elm Sawfly),Cimbicidae,Cimbex,10,0,0.0,361,Stellaria graminea (lesser stitchwort),2
Simple CNN from scratch,36,Amphibolips confluenta (Spongy Oak Apple Gall Wasp),Cynipidae,Amphibolips,10,0,0.0,76,Cyaniris semiargus (Mazarine Blue),2
Simple CNN from scratch,37,Camponotus floridanus (Florida Carpenter Ant),Formicidae,Camponotus,10,0,0.0,119,Erpetogomphus designatus (Eastern Ringtail),2
Simple CNN from scratch,38,Camponotus novaeboracensis (New York Carpenter Ant),Formicidae,Camponotus,10,0,0.0,48,Urola nivalis (Snowy Urola Moth),2
Simple CNN from scratch,41,Ammophila procera (Common Thread-waisted Wasp),Sphecidae,Ammophila,10,0,0.0,247,Crotalus oreganus (Western Rattlesnake),2
Simple CNN from scratch,42,Mischocyttarus flavitarsis (Western Paper Wasp),Vespidae,Mischocyttarus,10,0,0.0,119,Erpetogomphus designatus (Eastern Ringtail),2
Simple CNN from scratch,44,Agriphila straminella (Pearl Veneer),Crambidae,Agriphila,10,0,0.0,110,Cydia latiferreana (Filbertworm Moth),2
Simple CNN from scratch,48,Urola nivalis (Snowy Urola Moth),Crambidae,Urola,10,0,0.0,110,Cydia latiferreana (Filbertworm Moth),2
Simple CNN from scratch,52,Hypena bijugalis (Dimorphic Bomolocha Moth),Erebidae,Hypena,10,0,0.0,48,Urola nivalis (Snowy Urola Moth),2
Simple CNN from scratch,53,Melipotis acontioides (Royal Poinciana Moth),Erebidae,Melipotis,10,0,0.0,273,Hericium americanum (Bear's Head Tooth),2
Simple CNN from scratch,54,Pantydia sparsa,Erebidae,Pantydia,10,0,0.0,273,Hericium americanum (Bear's Head Tooth),2
Simple CNN from scratch,59,Ilexia intractata (Black-dotted Ruddy Moth),Geometridae,Ilexia,10,0,0.0,110,Cydia latiferreana (Filbertworm Moth),2
Simple CNN from scratch,61,Tetracis cachexiata (White Slant-line),Geometridae,Tetracis,10,0,0.0,156,Charadrius wilsonia (Wilson's Plover),2
Simple CNN from scratch,63,Ancyloxypha numitor (Least Skipper),Hesperiidae,Ancyloxypha,10,0,0.0,74,Catochrysops strabo (Forget-me-not),2
Simple CNN from scratch,64,Burnsius philetas (Desert Checkered-Skipper),Hesperiidae,Burnsius,10,0,0.0,247,Crotalus oreganus (Western Rattlesnake),2
Simple CNN from scratch,71,Urbanus dorantes (Dorantes Longtail),Hesperiidae,Urbanus,10,0,0.0,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),2
