method,class_index,species,family,genus,test_images,correct,accuracy,most_common_wrong_class,most_common_wrong_species,most_common_wrong_count
HOG + SVM,40,Augochloropsis metallica (Metallic Epauletted-Sweat Bee),Halictidae,Augochloropsis,10,0,0.0,45,Parapoynx diminutalis (Hydrilla Leafcutter Moth),2
HOG + SVM,48,Urola nivalis (Snowy Urola Moth),Crambidae,Urola,10,0,0.0,76,Cyaniris semiargus (Mazarine Blue),2
HOG + SVM,57,Colotois pennaria (Feathered Thorn),Geometridae,Colotois,10,0,0.0,217,Phalacrocorax penicillatus (Brandt's Cormorant),2
HOG + SVM,62,Tetracis crocallata (Yellow Slant-line),Geometridae,Tetracis,10,0,0.0,266,Amanita rubescens (blusher),2
HOG + SVM,67,Lerodea eufala (Eufala Skipper),Hesperiidae,Lerodea,10,0,0.0,493,Gleichenia dicarpa (tangle fern),2
HOG + SVM,68,Lon melane (Umber Skipper),Hesperiidae,Lon,10,0,0.0,276,Thuidium delicatulum (delicate fern moss),2
HOG + SVM,69,Polites mystic (Long Dash Skipper),Hesperiidae,Polites,10,0,0.0,45,Parapoynx diminutalis (Hydrilla Leafcutter Moth),2
HOG + SVM,75,Celastrina ladon (Spring Azure),Lycaenidae,Celastrina,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,82,Maliattha synochitis (Black-dotted Maliattha),Noctuidae,Maliattha,10,0,0.0,45,Parapoynx diminutalis (Hydrilla Leafcutter Moth),2
HOG + SVM,84,Pseudoips prasinana (Green Silver-lines),Nolidae,Pseudoips,10,0,0.0,53,Melipotis acontioides (Royal Poinciana Moth),2
HOG + SVM,87,Doxocopa laure (Silver Emperor),Nymphalidae,Doxocopa,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,91,Nymphalis antiopa (Mourning Cloak),Nymphalidae,Nymphalis,10,0,0.0,493,Gleichenia dicarpa (tangle fern),2
HOG + SVM,95,Eurema daira (Barred Yellow),Pieridae,Eurema,10,0,0.0,250,Clinocardium nuttallii (Nuttall's Cockle),2
HOG + SVM,99,Calephelis nemesis (Fatal Metalmark),Riodinidae,Calephelis,10,0,0.0,194,Centronyx henslowii (Henslow's Sparrow),2
HOG + SVM,108,Sphinx pinastri (Pine Hawk-Moth),Sphingidae,Sphinx,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,116,Calopteryx maculata (Ebony Jewelwing),Calopterygidae,Calopteryx,10,0,0.0,484,Solanum elaeagnifolium (White Horse-nettle),2
HOG + SVM,127,Petrolisthes elongatus (New Zealand Half Crab),Porcellanidae,Petrolisthes,10,0,0.0,271,Phallus impudicus (stinkhorn),2
HOG + SVM,131,Lepomis auritus (Redbreast Sunfish),Centrarchidae,Lepomis,10,0,0.0,251,Aliger gigas (Queen Conch),2
HOG + SVM,141,Pristimantis achatinus (Cachabi Robber Frog),Craugastoridae,Pristimantis,10,0,0.0,143,Rana aurora (Northern Red-legged Frog),2
HOG + SVM,146,Aquila heliaca (Imperial Eagle),Accipitridae,Aquila,10,0,0.0,178,Riparia riparia (Bank Swallow),2
HOG + SVM,151,Mergellus albellus (Smew),Anatidae,Mergellus,10,0,0.0,158,Vanellus coronatus (Crowned Lapwing),2
HOG + SVM,157,Pluvialis dominica (American Golden-Plover),Charadriidae,Pluvialis,10,0,0.0,158,Vanellus coronatus (Crowned Lapwing),2
HOG + SVM,158,Vanellus coronatus (Crowned Lapwing),Charadriidae,Vanellus,10,0,0.0,419,Castilleja purpurea (Purple paintbrush),2
HOG + SVM,159,Haematopus palliatus (American Oystercatcher),Haematopodidae,Haematopus,10,0,0.0,217,Phalacrocorax penicillatus (Brandt's Cormorant),2
HOG + SVM,161,Chroicocephalus ridibundus (Black-headed Gull),Laridae,Chroicocephalus,10,0,0.0,152,Mergus merganser (Common Merganser),2
HOG + SVM,162,Larus cachinnans (Caspian Gull),Laridae,Larus,10,0,0.0,157,Pluvialis dominica (American Golden-Plover),2
HOG + SVM,165,Tringa glareola (Wood Sandpiper),Scolopacidae,Tringa,10,0,0.0,217,Phalacrocorax penicillatus (Brandt's Cormorant),2
HOG + SVM,166,Patagioenas flavirostris (Red-billed Pigeon),Columbidae,Patagioenas,10,0,0.0,203,Contopus cooperi (Olive-sided Flycatcher),2
HOG + SVM,167,Pavo cristatus (Common Peafowl),Phasianidae,Pavo,10,0,0.0,222,Odocoileus virginianus (White-tailed Deer),2
HOG + SVM,169,Passerina ciris (Painted Bunting),Cardinalidae,Passerina,10,0,0.0,191,Setophaga ruticilla (American Redstart),2
HOG + SVM,170,Pheucticus chrysopeplus (Yellow Grosbeak),Cardinalidae,Pheucticus,10,0,0.0,198,Regulus ignicapilla (Common Firecrest),2
HOG + SVM,182,Quiscalus quiscula (Common Grackle),Icteridae,Quiscalus,10,0,0.0,232,Marmota monax (Woodchuck),2
HOG + SVM,185,Oenanthe familiaris (Familiar Chat),Muscicapidae,Oenanthe,10,0,0.0,172,Corvus ossifragus (Fish Crow),2
HOG + SVM,190,Setophaga dominica (Yellow-throated Warbler),Parulidae,Setophaga,10,0,0.0,452,Adonis vernalis (Spring Adonis),2
HOG + SVM,195,Pipilo erythrophthalmus (Eastern Towhee),Passerellidae,Pipilo,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,216,Phalacrocorax pelagicus (Pelagic Cormorant),Phalacrocoracidae,Phalacrocorax,10,0,0.0,148,Anas georgica (Yellow-billed Pintail),2
HOG + SVM,219,Ginglymostoma cirratum (Nurse Shark),Ginglymostomatidae,Ginglymostoma,10,0,0.0,261,Peltigera praetextata (scaly pelt lichen),2
HOG + SVM,223,Canis lupus (Gray Wolf),Canidae,Canis,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,227,Phocarctos hookeri (New Zealand Sea Lion),Otariidae,Phocarctos,10,0,0.0,151,Mergellus albellus (Smew),2
HOG + SVM,233,Sciurus aureogaster (Red-bellied Squirrel),Sciuridae,Sciurus,10,0,0.0,451,Actaea racemosa (black cohosh),2
HOG + SVM,239,Lampropeltis triangulum (Eastern Milksnake),Colubridae,Lampropeltis,10,0,0.0,158,Vanellus coronatus (Crowned Lapwing),2
HOG + SVM,241,Zamenis longissimus (Aesculapian Snake),Colubridae,Zamenis,10,0,0.0,248,Sistrurus catenatus (Massasauga),2
HOG + SVM,243,Micrurus tener (Texas Coralsnake),Elapidae,Micrurus,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,244,Iguana iguana (Green Iguana),Iguanidae,Iguana,10,0,0.0,144,Aneides aeneus (Green Salamander),2
HOG + SVM,245,Pseudaspis cana (Mole Snake),Lamprophiidae,Pseudaspis,10,0,0.0,158,Vanellus coronatus (Crowned Lapwing),2
HOG + SVM,247,Crotalus oreganus (Western Rattlesnake),Viperidae,Crotalus,10,0,0.0,356,Echinocereus stramineus (strawberry hedgehog cactus),2
HOG + SVM,250,Clinocardium nuttallii (Nuttall's Cockle),Cardiidae,Clinocardium,10,0,0.0,260,Tonicella lineata (Lined Chiton),2
HOG + SVM,251,Aliger gigas (Queen Conch),Strombidae,Aliger,10,0,0.0,229,Macropus fuliginosus (Western Grey Kangaroo),2
HOG + SVM,253,Californiconus californicus (California Cone),Conidae,Californiconus,10,0,0.0,258,Cepaea hortensis (White-lipped Snail),2
HOG + SVM,254,Americoliva sayana (Lettered Olive),Olividae,Americoliva,10,0,0.0,269,Chalciporus piperatus (Peppery Bolete),2
HOG + SVM,260,Tonicella lineata (Lined Chiton),Tonicellidae,Tonicella,10,0,0.0,355,Echinocereus pectinatus (Spiny Hedgehog Cactus),2
HOG + SVM,262,Teloschistes flavicans (Golden Hair-lichen),Teloschistaceae,Teloschistes,10,0,0.0,386,Kalmia procumbens (alpine azalea),2
HOG + SVM,267,Lichenomphalia umbellifera (Lichen Agaric),Hygrophoraceae,Lichenomphalia,10,0,0.0,266,Amanita rubescens (blusher),2
HOG + SVM,269,Chalciporus piperatus (Peppery Bolete),Boletaceae,Chalciporus,10,0,0.0,355,Echinocereus pectinatus (Spiny Hedgehog Cactus),2
HOG + SVM,277,Codium fragile (Sponge Weed),Codiaceae,Codium,10,0,0.0,386,Kalmia procumbens (alpine azalea),2
HOG + SVM,278,Radula complanata (Flat-leaved Scalewort),Radulaceae,Radula,10,0,0.0,276,Thuidium delicatulum (delicate fern moss),2
HOG + SVM,281,Allium cernuum (nodding onion),Amaryllidaceae,Allium,10,0,0.0,396,Melilotus albus (white sweet clover),2
HOG + SVM,283,Asparagus acutifolius (Spiny Asparagus),Asparagaceae,Asparagus,10,0,0.0,452,Adonis vernalis (Spring Adonis),2
HOG + SVM,284,Asparagus officinalis (asparagus),Asparagaceae,Asparagus,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,296,Spiranthes lacera (Slender Ladies' Tresses),Orchidaceae,Spiranthes,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,297,Erythronium oregonum (giant white fawn lily),Liliaceae,Erythronium,10,0,0.0,271,Phallus impudicus (stinkhorn),2
HOG + SVM,301,Trillium nivale (snow trillium),Melanthiaceae,Trillium,10,0,0.0,445,Muntingia calabura (Cherry Tree),2
HOG + SVM,304,Carex digitata (Fingered Sedge),Cyperaceae,Carex,10,0,0.0,495,Lomaria discolor (Crown Fern),2
HOG + SVM,309,Stenotaphrum secundatum (Saint Augustine grass),Poaceae,Stenotaphrum,10,0,0.0,493,Gleichenia dicarpa (tangle fern),2
HOG + SVM,310,Themeda triandra (Kangaroo Grass),Poaceae,Themeda,10,0,0.0,452,Adonis vernalis (Spring Adonis),2
HOG + SVM,313,Torilis japonica (upright hedge-parsley),Apiaceae,Torilis,10,0,0.0,452,Adonis vernalis (Spring Adonis),2
HOG + SVM,314,Fatsia japonica (Japanese aralia),Araliaceae,Fatsia,10,0,0.0,452,Adonis vernalis (Spring Adonis),2
HOG + SVM,316,Schefflera actinophylla (Octopus Tree),Araliaceae,Schefflera,10,0,0.0,386,Kalmia procumbens (alpine azalea),2
HOG + SVM,319,Ambrosia salsola (common burrobrush),Asteraceae,Ambrosia,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,321,Bidens aristosa (tickseed beggar-ticks),Asteraceae,Bidens,10,0,0.0,497,Dennstaedtia punctilobula (hay-scented fern),2
HOG + SVM,324,Erigeron sumatrensis (tropical horseweed),Asteraceae,Erigeron,10,0,0.0,356,Echinocereus stramineus (strawberry hedgehog cactus),2
HOG + SVM,326,Eupatorium capillifolium (dogfennel),Asteraceae,Eupatorium,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,328,Helenium amarum (Bitterweed),Asteraceae,Helenium,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,329,Hymenopappus artemisiifolius (Old Plainsman),Asteraceae,Hymenopappus,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,333,Ozothamnus leptophyllus (Tauhinu),Asteraceae,Ozothamnus,10,0,0.0,419,Castilleja purpurea (Purple paintbrush),2
HOG + SVM,336,Senecio glastifolius (Woad-leaved ragwort),Asteraceae,Senecio,10,0,0.0,497,Dennstaedtia punctilobula (hay-scented fern),2
HOG + SVM,340,Taraxacum officinale (common dandelion),Asteraceae,Taraxacum,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,342,Campanula prenanthoides (California Harebell),Campanulaceae,Campanula,10,0,0.0,394,Acacia longifolia (longleaf wattle),2
HOG + SVM,343,Jasione montana (Sheep's-bit),Campanulaceae,Jasione,10,0,0.0,273,Hericium americanum (Bear's Head Tooth),2
HOG + SVM,344,Echium plantagineum (Salvation Jane),Boraginaceae,Echium,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,345,Myosotis latifolia (broadleaf forget-me-not),Boraginaceae,Myosotis,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,352,Dysphania ambrosioides (Mexican tea),Amaranthaceae,Dysphania,10,0,0.0,371,Rumex hymenosepalus (canaigre dock),2
HOG + SVM,353,Anredera cordifolia (Mignonette vine),Basellaceae,Anredera,10,0,0.0,261,Peltigera praetextata (scaly pelt lichen),2
HOG + SVM,357,Escobaria vivipara (viviparous foxtail cactus),Cactaceae,Escobaria,10,0,0.0,261,Peltigera praetextata (scaly pelt lichen),2
HOG + SVM,359,Honckenya peploides (Sea Sandwort),Caryophyllaceae,Honckenya,10,0,0.0,474,Bursera microphylla (elephant tree),2
HOG + SVM,360,Silene flos-cuculi (ragged-Robin),Caryophyllaceae,Silene,10,0,0.0,381,Calluna vulgaris (common heather),2
HOG + SVM,361,Stellaria graminea (lesser stitchwort),Caryophyllaceae,Stellaria,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,363,Limonium perezii (Perez's sea lavender),Plumbaginaceae,Limonium,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,368,Polygonum aviculare (prostrate knotweed),Polygonaceae,Polygonum,10,0,0.0,382,Ceratiola ericoides (sand heath),2
HOG + SVM,369,Polygonum paronychia (beach knotweed),Polygonaceae,Polygonum,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,370,Pterostegia drymarioides (woodland pterostegia),Polygonaceae,Pterostegia,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,371,Rumex hymenosepalus (canaigre dock),Polygonaceae,Rumex,10,0,0.0,419,Castilleja purpurea (Purple paintbrush),2
HOG + SVM,374,Mentzelia hispida (Streambank Stickleaf),Loasaceae,Mentzelia,10,0,0.0,261,Peltigera praetextata (scaly pelt lichen),2
HOG + SVM,379,Arbutus unedo (strawberry tree),Ericaceae,Arbutus,10,0,0.0,369,Polygonum paronychia (beach knotweed),2
HOG + SVM,380,Arctostaphylos glauca (Big Berry Manzanita),Ericaceae,Arctostaphylos,10,0,0.0,276,Thuidium delicatulum (delicate fern moss),2
HOG + SVM,381,Calluna vulgaris (common heather),Ericaceae,Calluna,10,0,0.0,419,Castilleja purpurea (Purple paintbrush),2
HOG + SVM,383,Dracophyllum longifolium (Inaka),Ericaceae,Dracophyllum,10,0,0.0,381,Calluna vulgaris (common heather),2
HOG + SVM,385,Gaultheria antipoda,Ericaceae,Gaultheria,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,387,Leptecophylla juniperina (Prickly mingimingi),Ericaceae,Leptecophylla,10,0,0.0,356,Echinocereus stramineus (strawberry hedgehog cactus),2
HOG + SVM,390,Phlox drummondii (Drummond's phlox),Polemoniaceae,Phlox,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,395,Cytisus scoparius (Scotch Broom),Fabaceae,Cytisus,10,0,0.0,326,Eupatorium capillifolium (dogfennel),2
HOG + SVM,397,Platylobium obtusangulum (Common Flat-pea),Fabaceae,Platylobium,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,398,Robinia pseudoacacia (black locust),Fabaceae,Robinia,10,0,0.0,311,Dendrolycopodium obscurum (princess pine),2
HOG + SVM,399,Thermopsis californica (California goldenbanner),Fabaceae,Thermopsis,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,400,Polygala nana (candyroot),Polygalaceae,Polygala,10,0,0.0,223,Canis lupus (Gray Wolf),2
HOG + SVM,402,Quercus michauxii (swamp chestnut oak),Fagaceae,Quercus,10,0,0.0,452,Adonis vernalis (Spring Adonis),2
HOG + SVM,405,Garrya elliptica (Coast silk tassel),Garryaceae,Garrya,10,0,0.0,422,Pedicularis densiflora (Indian Warrior),2
HOG + SVM,407,Coprosma dumosa,Rubiaceae,Coprosma,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,409,Ajuga genevensis (Blue Bugle),Lamiaceae,Ajuga,10,0,0.0,493,Gleichenia dicarpa (tangle fern),2
HOG + SVM,411,Melissa officinalis (lemon balm),Lamiaceae,Melissa,10,0,0.0,406,Frasera caroliniensis (American columbo),2
HOG + SVM,413,Salvia apiana (white sage),Lamiaceae,Salvia,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,414,Salvia columbariae (chia),Lamiaceae,Salvia,10,0,0.0,419,Castilleja purpurea (Purple paintbrush),2
HOG + SVM,416,Trichostema lanatum (woolly blue curls),Lamiaceae,Trichostema,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,417,Vitex agnus-castus (Lilac chaste tree),Lamiaceae,Vitex,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,420,Epifagus virginiana (Beechdrops),Orobanchaceae,Epifagus,10,0,0.0,495,Lomaria discolor (Crown Fern),2
HOG + SVM,421,Odontites vulgaris (Red Odontites),Orobanchaceae,Odontites,10,0,0.0,474,Bursera microphylla (elephant tree),2
HOG + SVM,422,Pedicularis densiflora (Indian Warrior),Orobanchaceae,Pedicularis,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,424,Phryma leptostachya (American lopseed),Phrymaceae,Phryma,10,0,0.0,311,Dendrolycopodium obscurum (princess pine),2
HOG + SVM,428,Verbascum nigrum (Dark Mullein),Scrophulariaceae,Verbascum,10,0,0.0,326,Eupatorium capillifolium (dogfennel),2
HOG + SVM,431,Glandularia bipinnatifida (Dakota mock vervain),Verbenaceae,Glandularia,10,0,0.0,328,Helenium amarum (Bitterweed),2
HOG + SVM,432,Asimina triloba (common pawpaw),Annonaceae,Asimina,10,0,0.0,271,Phallus impudicus (stinkhorn),2
HOG + SVM,436,Euphorbia ophthalmica (Florida Hammock Sandmat),Euphorbiaceae,Euphorbia,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,437,Manihot esculenta (Cassava),Euphorbiaceae,Manihot,10,0,0.0,499,Phegopteris hexagonoptera (broad beech fern),2
HOG + SVM,440,Salix cinerea (Grey Willow),Salicaceae,Salix,10,0,0.0,411,Melissa officinalis (lemon balm),2
HOG + SVM,441,Salix nigra (black willow),Salicaceae,Salix,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,442,Viola rotundifolia (Round-leaved Violet),Violaceae,Viola,10,0,0.0,471,Urtica urens (Dwarf Nettle),2
HOG + SVM,444,Malva assurgentiflora (Island Mallow),Malvaceae,Malva,10,0,0.0,384,Erica coccinea (Red Heath),2
HOG + SVM,446,Oenothera rosea (rose evening primrose),Onagraceae,Oenothera,10,0,0.0,382,Ceratiola ericoides (sand heath),2
HOG + SVM,447,Aristotelia serrata (Wineberry),Elaeocarpaceae,Aristotelia,10,0,0.0,497,Dennstaedtia punctilobula (hay-scented fern),2
HOG + SVM,454,Aquilegia vulgaris (common columbine),Ranunculaceae,Aquilegia,10,0,0.0,403,Quercus phellos (willow oak),2
HOG + SVM,457,Pulsatilla patens (eastern pasqueflower),Ranunculaceae,Pulsatilla,10,0,0.0,356,Echinocereus stramineus (strawberry hedgehog cactus),2
HOG + SVM,458,Ranunculus acris (meadow buttercup),Ranunculaceae,Ranunculus,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,460,Crataegus marshallii (parsley hawthorn),Rosaceae,Crataegus,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,467,Rubus schmidelioides,Rosaceae,Rubus,10,0,0.0,493,Gleichenia dicarpa (tangle fern),2
HOG + SVM,472,Phoradendron californicum (desert mistletoe),Santalaceae,Phoradendron,10,0,0.0,386,Kalmia procumbens (alpine azalea),2
HOG + SVM,473,Toxicodendron rydbergii (poison ivy),Anacardiaceae,Toxicodendron,10,0,0.0,271,Phallus impudicus (stinkhorn),2
HOG + SVM,474,Bursera microphylla (elephant tree),Burseraceae,Bursera,10,0,0.0,491,Pinus contorta (lodgepole pine),2
HOG + SVM,475,Acer campestre (field maple),Sapindaceae,Acer,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,476,Aesculus pavia (Red Buckeye),Sapindaceae,Aesculus,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),2
HOG + SVM,481,Ipomoea coccinea (red morning glory),Convolvulaceae,Ipomoea,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,484,Solanum elaeagnifolium (White Horse-nettle),Solanaceae,Solanum,10,0,0.0,410,Ajuga reptans (carpet bugle),2
HOG + SVM,486,Krameria erecta (Pima Rhatany),Krameriaceae,Krameria,10,0,0.0,386,Kalmia procumbens (alpine azalea),2
HOG + SVM,492,Pinus ponderosa (ponderosa pine),Pinaceae,Pinus,10,0,0.0,490,Abies concolor (white fir),2
HOG + SVM,496,Cystopteris fragilis (brittle bladderfern),Cystopteridaceae,Cystopteris,10,0,0.0,452,Adonis vernalis (Spring Adonis),2
HOG + SVM,498,Pteris vittata (ladder fern),Pteridaceae,Pteris,10,0,0.0,311,Dendrolycopodium obscurum (princess pine),2
HOG + SVM,499,Phegopteris hexagonoptera (broad beech fern),Thelypteridaceae,Phegopteris,10,0,0.0,271,Phallus impudicus (stinkhorn),2
HOG + SVM,0,Araneus diadematus (Cross Orbweaver),Araneidae,Araneus,10,0,0.0,49,Bulia deducta (Deduced Graphic),1
HOG + SVM,1,Trichonephila clavipes (Golden Silk Spider),Araneidae,Trichonephila,10,0,0.0,487,Sequoiadendron giganteum (giant sequoia),1
HOG + SVM,3,Phidippus johnsoni (Johnson's Jumping Spider),Salticidae,Phidippus,10,0,0.0,225,Lynx canadensis (Canada Lynx),1
HOG + SVM,4,Paravaejovis puritanus,Vaejovidae,Paravaejovis,10,0,0.0,296,Spiranthes lacera (Slender Ladies' Tresses),1
HOG + SVM,5,Hemiscolopendra marginata (Eastern Bark Centipede),Scolopendridae,Hemiscolopendra,10,0,0.0,143,Rana aurora (Northern Red-legged Frog),1
HOG + SVM,6,Scolopendra heros (Giant Desert Centipede),Scolopendridae,Scolopendra,10,0,0.0,222,Odocoileus virginianus (White-tailed Deer),1
HOG + SVM,7,Agrilus planipennis (Emerald Ash Borer),Buprestidae,Agrilus,10,0,0.0,374,Mentzelia hispida (Streambank Stickleaf),1
HOG + SVM,9,Rutpela maculata (Spotted Longhorn),Cerambycidae,Rutpela,10,0,0.0,294,Ophrys insectifera (Fly Orchid),1
HOG + SVM,10,Trichocnemis spiculatus (Spined Woodborer),Cerambycidae,Trichocnemis,10,0,0.0,439,Salix bebbiana (bebb's willow),1
HOG + SVM,11,Leptinotarsa juncta (False Potato Beetle),Chrysomelidae,Leptinotarsa,10,0,0.0,247,Crotalus oreganus (Western Rattlesnake),1
HOG + SVM,13,Psyllobora vigintiduopunctata (22-spot Ladybird Beetle),Coccinellidae,Psyllobora,10,0,0.0,135,Perca flavescens (Yellow Perch),1
HOG + SVM,14,Anoplotrupes stercorosus (Woodland Dor Beetle),Geotrupidae,Anoplotrupes,10,0,0.0,338,Solidago rugosa (common wrinkle-leaved goldenrod),1
HOG + SVM,15,Oedemera femorata,Oedemeridae,Oedemera,10,0,0.0,361,Stellaria graminea (lesser stitchwort),1
HOG + SVM,19,Exaireta spinigera (Garden soldier fly),Stratiomyidae,Exaireta,10,0,0.0,105,Dolba hyloeus (Pawpaw Sphinx Moth),1
HOG + SVM,20,Copestylum mexicanum (Mexican Cactus Fly),Syrphidae,Copestylum,10,0,0.0,371,Rumex hymenosepalus (canaigre dock),1
HOG + SVM,21,Eristalis stipator (Yellow-shouldered Drone Fly),Syrphidae,Eristalis,10,0,0.0,394,Acacia longifolia (longleaf wattle),1
HOG + SVM,24,Adelges tsugae (Hemlock Woolly Adelgid),Adelgidae,Adelges,10,0,0.0,388,Vaccinium membranaceum (black huckleberry),1
HOG + SVM,26,Leptoglossus clypealis (Western Leaf-footed Bug),Coreidae,Leptoglossus,10,0,0.0,101,Anisota senatoria (Orange-tipped Oakworm Moth),1
HOG + SVM,27,Leptoglossus occidentalis (Western Conifer Seed Bug),Coreidae,Leptoglossus,10,0,0.0,287,Asphodelus ramosus (Branched Asphodel),1
HOG + SVM,28,Adelphocoris lineolatus (Alfalfa Plant Bug),Miridae,Adelphocoris,10,0,0.0,67,Lerodea eufala (Eufala Skipper),1
HOG + SVM,29,Graphosoma italicum (European Striped Shield Bug),Pentatomidae,Graphosoma,10,0,0.0,91,Nymphalis antiopa (Mourning Cloak),1
HOG + SVM,30,Halyomorpha halys (Brown Marmorated Stink Bug),Pentatomidae,Halyomorpha,10,0,0.0,71,Urbanus dorantes (Dorantes Longtail),1
