method,class_index,species,family,genus,test_images,correct,accuracy,most_common_wrong_class,most_common_wrong_species,most_common_wrong_count
ImageNet-pretrained ResNet18,186,Poecile hudsonicus (Boreal Chickadee),Paridae,Poecile,10,0,0.0,207,Myiarchus cinerascens (Ash-throated Flycatcher),2
ImageNet-pretrained ResNet18,187,Poecile rufescens (Chestnut-backed Chickadee),Paridae,Poecile,10,0,0.0,205,Empidonax hammondii (Hammond's Flycatcher),2
ImageNet-pretrained ResNet18,198,Regulus ignicapilla (Common Firecrest),Regulidae,Regulus,10,0,0.0,183,Ptilotula penicillata (White-plumed Honeyeater),2
ImageNet-pretrained ResNet18,230,Castor canadensis (American Beaver),Castoridae,Castor,10,0,0.0,232,Marmota monax (Woodchuck),2
ImageNet-pretrained ResNet18,234,Caiman crocodilus (Common Caiman),Alligatoridae,Caiman,10,0,0.0,242,Basiliscus vittatus (Brown Basilisk),2
ImageNet-pretrained ResNet18,241,Zamenis longissimus (Aesculapian Snake),Colubridae,Zamenis,10,0,0.0,245,Pseudaspis cana (Mole Snake),2
ImageNet-pretrained ResNet18,248,Sistrurus catenatus (Massasauga),Viperidae,Sistrurus,10,0,0.0,247,Crotalus oreganus (Western Rattlesnake),2
ImageNet-pretrained ResNet18,257,Rumina decollata (Decollate Snail),Achatinidae,Rumina,10,0,0.0,137,Aplodinotus grunniens (Freshwater Drum),2
ImageNet-pretrained ResNet18,284,Asparagus officinalis (asparagus),Asparagaceae,Asparagus,10,0,0.0,24,Adelges tsugae (Hemlock Woolly Adelgid),2
ImageNet-pretrained ResNet18,287,Asphodelus ramosus (Branched Asphodel),Asphodelaceae,Asphodelus,10,0,0.0,412,Monarda punctata (spotted horse mint),2
ImageNet-pretrained ResNet18,292,Goodyera tesselata (checkered rattlesnake plantain),Orchidaceae,Goodyera,10,0,0.0,296,Spiranthes lacera (Slender Ladies' Tresses),2
ImageNet-pretrained ResNet18,317,Ilex opaca (American holly),Aquifoliaceae,Ilex,10,0,0.0,437,Manihot esculenta (Cassava),2
ImageNet-pretrained ResNet18,362,Montia parvifolia (Small-leaved Blinks),Montiaceae,Montia,10,0,0.0,361,Stellaria graminea (lesser stitchwort),2
ImageNet-pretrained ResNet18,366,Fallopia cilinodis (Fringed Bindweed),Polygonaceae,Fallopia,10,0,0.0,368,Polygonum aviculare (prostrate knotweed),2
ImageNet-pretrained ResNet18,370,Pterostegia drymarioides (woodland pterostegia),Polygonaceae,Pterostegia,10,0,0.0,486,Krameria erecta (Pima Rhatany),2
ImageNet-pretrained ResNet18,407,Coprosma dumosa,Rubiaceae,Coprosma,10,0,0.0,467,Rubus schmidelioides,2
ImageNet-pretrained ResNet18,416,Trichostema lanatum (woolly blue curls),Lamiaceae,Trichostema,10,0,0.0,344,Echium plantagineum (Salvation Jane),2
ImageNet-pretrained ResNet18,417,Vitex agnus-castus (Lilac chaste tree),Lamiaceae,Vitex,10,0,0.0,409,Ajuga genevensis (Blue Bugle),2
ImageNet-pretrained ResNet18,439,Salix bebbiana (bebb's willow),Salicaceae,Salix,10,0,0.0,403,Quercus phellos (willow oak),2
ImageNet-pretrained ResNet18,443,Abutilon theophrasti (velvetleaf),Malvaceae,Abutilon,10,0,0.0,300,Lilium pardalinum (Leopard Lily),2
ImageNet-pretrained ResNet18,456,Clematis virginiana (Virginia virgin's-bower),Ranunculaceae,Clematis,10,0,0.0,412,Monarda punctata (spotted horse mint),2
ImageNet-pretrained ResNet18,459,Morus indica (Korean mulberry),Moraceae,Morus,10,0,0.0,466,Rubus bifrons (Himalayan-berry),2
ImageNet-pretrained ResNet18,466,Rubus bifrons (Himalayan-berry),Rosaceae,Rubus,10,0,0.0,461,Eriobotrya japonica (Loquat),2
ImageNet-pretrained ResNet18,467,Rubus schmidelioides,Rosaceae,Rubus,10,0,0.0,403,Quercus phellos (willow oak),2
ImageNet-pretrained ResNet18,469,Ulmus pumila (Siberian elm),Ulmaceae,Ulmus,10,0,0.0,468,Ulmus americana (American elm),2
ImageNet-pretrained ResNet18,473,Toxicodendron rydbergii (poison ivy),Anacardiaceae,Toxicodendron,10,0,0.0,314,Fatsia japonica (Japanese aralia),2
ImageNet-pretrained ResNet18,479,Ribes uva-crispa (Goose-berry),Grossulariaceae,Ribes,10,0,0.0,349,Cardamine impatiens (narrow-leaved bittercress),2
ImageNet-pretrained ResNet18,195,Pipilo erythrophthalmus (Eastern Towhee),Passerellidae,Pipilo,10,0,0.0,41,Ammophila procera (Common Thread-waisted Wasp),1
ImageNet-pretrained ResNet18,223,Canis lupus (Gray Wolf),Canidae,Canis,10,0,0.0,155,Charadrius obscurus (Red-breasted Dotterel),1
ImageNet-pretrained ResNet18,237,Gerrhonotus infernalis (Texas Alligator Lizard),Anguidae,Gerrhonotus,10,0,0.0,272,Fomes fomentarius (Hoof Fungus),1
ImageNet-pretrained ResNet18,351,Pseudowintera colorata (Mountain Horopito),Winteraceae,Pseudowintera,10,0,0.0,404,Morella californica (California Wax Myrtle),1
ImageNet-pretrained ResNet18,365,Eriogonum deflexum (skeleton weed),Polygonaceae,Eriogonum,10,0,0.0,311,Dendrolycopodium obscurum (princess pine),1
ImageNet-pretrained ResNet18,367,Persicaria maculosa (redshank),Polygonaceae,Persicaria,10,0,0.0,311,Dendrolycopodium obscurum (princess pine),1
ImageNet-pretrained ResNet18,447,Aristotelia serrata (Wineberry),Elaeocarpaceae,Aristotelia,10,0,0.0,353,Anredera cordifolia (Mignonette vine),1
ImageNet-pretrained ResNet18,460,Crataegus marshallii (parsley hawthorn),Rosaceae,Crataegus,10,0,0.0,349,Cardamine impatiens (narrow-leaved bittercress),1
ImageNet-pretrained ResNet18,204,Contopus sordidulus (Western Wood-Pewee),Tyrannidae,Contopus,10,1,0.1,205,Empidonax hammondii (Hammond's Flycatcher),5
ImageNet-pretrained ResNet18,26,Leptoglossus clypealis (Western Leaf-footed Bug),Coreidae,Leptoglossus,10,1,0.1,27,Leptoglossus occidentalis (Western Conifer Seed Bug),4
ImageNet-pretrained ResNet18,175,Taeniopygia bichenovii (Double-barred Finch),Estrildidae,Taeniopygia,10,1,0.1,205,Empidonax hammondii (Hammond's Flycatcher),4
ImageNet-pretrained ResNet18,199,Sitta pusilla (Brown-headed Nuthatch),Sittidae,Sitta,10,1,0.1,205,Empidonax hammondii (Hammond's Flycatcher),4
ImageNet-pretrained ResNet18,10,Trichocnemis spiculatus (Spined Woodborer),Cerambycidae,Trichocnemis,10,1,0.1,7,Agrilus planipennis (Emerald Ash Borer),3
ImageNet-pretrained ResNet18,174,Pyrrhocorax graculus (Alpine Chough),Corvidae,Pyrrhocorax,10,1,0.1,168,Zapornia flavirostra (Black Crake),3
ImageNet-pretrained ResNet18,185,Oenanthe familiaris (Familiar Chat),Muscicapidae,Oenanthe,10,1,0.1,205,Empidonax hammondii (Hammond's Flycatcher),3
ImageNet-pretrained ResNet18,194,Centronyx henslowii (Henslow's Sparrow),Passerellidae,Centronyx,10,1,0.1,205,Empidonax hammondii (Hammond's Flycatcher),3
ImageNet-pretrained ResNet18,315,Panax trifolius (dwarf ginseng),Araliaceae,Panax,10,1,0.1,461,Eriobotrya japonica (Loquat),3
ImageNet-pretrained ResNet18,333,Ozothamnus leptophyllus (Tauhinu),Asteraceae,Ozothamnus,10,1,0.1,382,Ceratiola ericoides (sand heath),3
ImageNet-pretrained ResNet18,427,Buddleja davidii (Butterfly bush),Scrophulariaceae,Buddleja,10,1,0.1,431,Glandularia bipinnatifida (Dakota mock vervain),3
ImageNet-pretrained ResNet18,436,Euphorbia ophthalmica (Florida Hammock Sandmat),Euphorbiaceae,Euphorbia,10,1,0.1,368,Polygonum aviculare (prostrate knotweed),3
ImageNet-pretrained ResNet18,20,Copestylum mexicanum (Mexican Cactus Fly),Syrphidae,Copestylum,10,1,0.1,188,Setophaga cerulea (Cerulean Warbler),2
ImageNet-pretrained ResNet18,151,Mergellus albellus (Smew),Anatidae,Mergellus,10,1,0.1,149,Cygnus olor (Mute Swan),2
ImageNet-pretrained ResNet18,153,Archilochus alexandri (Black-chinned Hummingbird),Trochilidae,Archilochus,10,1,0.1,154,Heliodoxa jacula (Green-crowned Brilliant),2
ImageNet-pretrained ResNet18,173,Psilorhinus morio (Brown Jay),Corvidae,Psilorhinus,10,1,0.1,203,Contopus cooperi (Olive-sided Flycatcher),2
ImageNet-pretrained ResNet18,182,Quiscalus quiscula (Common Grackle),Icteridae,Quiscalus,10,1,0.1,205,Empidonax hammondii (Hammond's Flycatcher),2
ImageNet-pretrained ResNet18,193,Calamospiza melanocorys (Lark Bunting),Passerellidae,Calamospiza,10,1,0.1,184,Anthus pratensis (Meadow Pipit),2
ImageNet-pretrained ResNet18,215,Megascops asio (Eastern Screech-Owl),Strigidae,Megascops,10,1,0.1,171,Certhia americana (Brown Creeper),2
ImageNet-pretrained ResNet18,229,Macropus fuliginosus (Western Grey Kangaroo),Macropodidae,Macropus,10,1,0.1,227,Phocarctos hookeri (New Zealand Sea Lion),2
ImageNet-pretrained ResNet18,233,Sciurus aureogaster (Red-bellied Squirrel),Sciuridae,Sciurus,10,1,0.1,222,Odocoileus virginianus (White-tailed Deer),2
ImageNet-pretrained ResNet18,242,Basiliscus vittatus (Brown Basilisk),Corytophanidae,Basiliscus,10,1,0.1,205,Empidonax hammondii (Hammond's Flycatcher),2
ImageNet-pretrained ResNet18,244,Iguana iguana (Green Iguana),Iguanidae,Iguana,10,1,0.1,498,Pteris vittata (ladder fern),2
ImageNet-pretrained ResNet18,307,Poa annua (Annual Meadow-grass),Poaceae,Poa,10,1,0.1,24,Adelges tsugae (Hemlock Woolly Adelgid),2
ImageNet-pretrained ResNet18,312,Chaerophyllum aromaticum (Broad-leaved Chervil),Apiaceae,Chaerophyllum,10,1,0.1,437,Manihot esculenta (Cassava),2
ImageNet-pretrained ResNet18,321,Bidens aristosa (tickseed beggar-ticks),Asteraceae,Bidens,10,1,0.1,399,Thermopsis californica (California goldenbanner),2
ImageNet-pretrained ResNet18,328,Helenium amarum (Bitterweed),Asteraceae,Helenium,10,1,0.1,438,Hypericum perforatum (Klamath weed),2
ImageNet-pretrained ResNet18,339,Sonchus asper (prickly sowthistle),Asteraceae,Sonchus,10,1,0.1,352,Dysphania ambrosioides (Mexican tea),2
ImageNet-pretrained ResNet18,352,Dysphania ambrosioides (Mexican tea),Amaranthaceae,Dysphania,10,1,0.1,349,Cardamine impatiens (narrow-leaved bittercress),2
ImageNet-pretrained ResNet18,377,Symphoricarpos occidentalis (Western Snowberry),Caprifoliaceae,Symphoricarpos,10,1,0.1,412,Monarda punctata (spotted horse mint),2
ImageNet-pretrained ResNet18,396,Melilotus albus (white sweet clover),Fabaceae,Melilotus,10,1,0.1,309,Stenotaphrum secundatum (Saint Augustine grass),2
ImageNet-pretrained ResNet18,402,Quercus michauxii (swamp chestnut oak),Fagaceae,Quercus,10,1,0.1,188,Setophaga cerulea (Cerulean Warbler),2
ImageNet-pretrained ResNet18,405,Garrya elliptica (Coast silk tassel),Garryaceae,Garrya,10,1,0.1,24,Adelges tsugae (Hemlock Woolly Adelgid),2
ImageNet-pretrained ResNet18,424,Phryma leptostachya (American lopseed),Phrymaceae,Phryma,10,1,0.1,437,Manihot esculenta (Cassava),2
ImageNet-pretrained ResNet18,440,Salix cinerea (Grey Willow),Salicaceae,Salix,10,1,0.1,404,Morella californica (California Wax Myrtle),2
ImageNet-pretrained ResNet18,449,Leucadendron laureolum (Golden Sunshinebush),Proteaceae,Leucadendron,10,1,0.1,24,Adelges tsugae (Hemlock Woolly Adelgid),2
ImageNet-pretrained ResNet18,454,Aquilegia vulgaris (common columbine),Ranunculaceae,Aquilegia,10,1,0.1,295,Spathoglottis plicata (Philippine Ground Orchid),2
ImageNet-pretrained ResNet18,464,Prunus pumila (sand cherry),Rosaceae,Prunus,10,1,0.1,379,Arbutus unedo (strawberry tree),2
ImageNet-pretrained ResNet18,468,Ulmus americana (American elm),Ulmaceae,Ulmus,10,1,0.1,437,Manihot esculenta (Cassava),2
ImageNet-pretrained ResNet18,475,Acer campestre (field maple),Sapindaceae,Acer,10,1,0.1,437,Manihot esculenta (Cassava),2
ImageNet-pretrained ResNet18,480,Tolmiea menziesii (youth on age),Saxifragaceae,Tolmiea,10,1,0.1,349,Cardamine impatiens (narrow-leaved bittercress),2
ImageNet-pretrained ResNet18,15,Oedemera femorata,Oedemeridae,Oedemera,10,1,0.1,115,Libelloides coccajus (Owly Sulphur),1
ImageNet-pretrained ResNet18,34,Xylocopa micans (Southern Carpenter Bee),Apidae,Xylocopa,10,1,0.1,103,Saturnia pavonia (Small Emperor Moth),1
ImageNet-pretrained ResNet18,65,Erynnis juvenalis (Juvenal's Duskywing),Hesperiidae,Erynnis,10,1,0.1,247,Crotalus oreganus (Western Rattlesnake),1
ImageNet-pretrained ResNet18,71,Urbanus dorantes (Dorantes Longtail),Hesperiidae,Urbanus,10,1,0.1,403,Quercus phellos (willow oak),1
ImageNet-pretrained ResNet18,236,Anguis veronensis (Italian Slow Worm),Anguidae,Anguis,10,1,0.1,246,Plestiodon obsoletus (Great Plains Skink),1
ImageNet-pretrained ResNet18,306,Paspalum dilatatum (Dallis grass),Poaceae,Paspalum,10,1,0.1,326,Eupatorium capillifolium (dogfennel),1
ImageNet-pretrained ResNet18,353,Anredera cordifolia (Mignonette vine),Basellaceae,Anredera,10,1,0.1,435,Croton glandulosus (Tropic Croton),1
ImageNet-pretrained ResNet18,375,Coriaria arborea (Tree Tutu),Coriariaceae,Coriaria,10,1,0.1,477,Crassula ovata (jade plant),1
ImageNet-pretrained ResNet18,393,Acacia confusa (Taiwan Acacia),Fabaceae,Acacia,10,1,0.1,490,Abies concolor (white fir),1
ImageNet-pretrained ResNet18,398,Robinia pseudoacacia (black locust),Fabaceae,Robinia,10,1,0.1,441,Salix nigra (black willow),1
ImageNet-pretrained ResNet18,441,Salix nigra (black willow),Salicaceae,Salix,10,1,0.1,207,Myiarchus cinerascens (Ash-throated Flycatcher),1
ImageNet-pretrained ResNet18,188,Setophaga cerulea (Cerulean Warbler),Parulidae,Setophaga,10,2,0.2,205,Empidonax hammondii (Hammond's Flycatcher),7
ImageNet-pretrained ResNet18,63,Ancyloxypha numitor (Least Skipper),Hesperiidae,Ancyloxypha,10,2,0.2,70,Thymelicus lineola (European Skipper),6
ImageNet-pretrained ResNet18,97,Pieris brassicae (Large White Butterfly),Pieridae,Pieris,10,2,0.2,96,Glutophrissa drusilla (Florida White),5
ImageNet-pretrained ResNet18,141,Pristimantis achatinus (Cachabi Robber Frog),Craugastoridae,Pristimantis,10,2,0.2,143,Rana aurora (Northern Red-legged Frog),5
ImageNet-pretrained ResNet18,301,Trillium nivale (snow trillium),Melanthiaceae,Trillium,10,2,0.2,297,Erythronium oregonum (giant white fawn lily),5
ImageNet-pretrained ResNet18,77,Icaricia icarioides (Boisduval's Blue),Lycaenidae,Icaricia,10,2,0.2,74,Catochrysops strabo (Forget-me-not),4
ImageNet-pretrained ResNet18,95,Eurema daira (Barred Yellow),Pieridae,Eurema,10,2,0.2,96,Glutophrissa drusilla (Florida White),4
ImageNet-pretrained ResNet18,128,Pimephales notatus (Bluntnose Minnow),Cyprinidae,Pimephales,10,2,0.2,129,Rhinichthys atratulus (Blacknose Dace),4
ImageNet-pretrained ResNet18,130,Squalius cephalus (Chub),Cyprinidae,Squalius,10,2,0.2,138,Paralabrax clathratus (Kelp Bass),4
ImageNet-pretrained ResNet18,133,Eupetrichthys angustipes (Snakeskin Wrasse),Labridae,Eupetrichthys,10,2,0.2,140,Hippocampus histrix (Spiny Seahorse),4
ImageNet-pretrained ResNet18,259,Helix lucorum (Turkish Snail),Helicidae,Helix,10,2,0.2,258,Cepaea hortensis (White-lipped Snail),4
ImageNet-pretrained ResNet18,263,Umbilicaria mammulata (Smooth Rock Tripe),Umbilicariaceae,Umbilicaria,10,2,0.2,261,Peltigera praetextata (scaly pelt lichen),4
ImageNet-pretrained ResNet18,278,Radula complanata (Flat-leaved Scalewort),Radulaceae,Radula,10,2,0.2,496,Cystopteris fragilis (brittle bladderfern),4
ImageNet-pretrained ResNet18,478,Rhodiola integrifolia (western roseroot),Crassulaceae,Rhodiola,10,2,0.2,422,Pedicularis densiflora (Indian Warrior),4
ImageNet-pretrained ResNet18,181,Agelaius tricolor (Tricolored Blackbird),Icteridae,Agelaius,10,2,0.2,172,Corvus ossifragus (Fish Crow),3
ImageNet-pretrained ResNet18,197,Petroica macrocephala (Tomtit),Petroicidae,Petroica,10,2,0.2,205,Empidonax hammondii (Hammond's Flycatcher),3
ImageNet-pretrained ResNet18,222,Odocoileus virginianus (White-tailed Deer),Cervidae,Odocoileus,10,2,0.2,143,Rana aurora (Northern Red-legged Frog),3
ImageNet-pretrained ResNet18,320,Artemisia vulgaris (common mugwort),Asteraceae,Artemisia,10,2,0.2,349,Cardamine impatiens (narrow-leaved bittercress),3
ImageNet-pretrained ResNet18,336,Senecio glastifolius (Woad-leaved ragwort),Asteraceae,Senecio,10,2,0.2,330,Leucanthemum vulgare (oxeye daisy),3
ImageNet-pretrained ResNet18,348,Cardamine hirsuta (hairy bittercress),Brassicaceae,Cardamine,10,2,0.2,349,Cardamine impatiens (narrow-leaved bittercress),3
ImageNet-pretrained ResNet18,350,Dithyrea californica (California shieldpod),Brassicaceae,Dithyrea,10,2,0.2,413,Salvia apiana (white sage),3
ImageNet-pretrained ResNet18,485,Ampelopsis glandulosa (Porcelain Berry),Vitaceae,Ampelopsis,10,2,0.2,475,Acer campestre (field maple),3
ImageNet-pretrained ResNet18,490,Abies concolor (white fir),Pinaceae,Abies,10,2,0.2,24,Adelges tsugae (Hemlock Woolly Adelgid),3
ImageNet-pretrained ResNet18,17,Exomala orientalis (Oriental Beetle),Scarabaeidae,Exomala,10,2,0.2,19,Exaireta spinigera (Garden soldier fly),2
ImageNet-pretrained ResNet18,22,Eristalis transversa (Transverse-banded Flower Fly),Syrphidae,Eristalis,10,2,0.2,8,Chauliognathus pensylvanicus (Goldenrod Soldier Beetle),2
ImageNet-pretrained ResNet18,42,Mischocyttarus flavitarsis (Western Paper Wasp),Vespidae,Mischocyttarus,10,2,0.2,1,Trichonephila clavipes (Golden Silk Spider),2
ImageNet-pretrained ResNet18,43,Achyra rantalis (Garden Webworm Moth),Crambidae,Achyra,10,2,0.2,53,Melipotis acontioides (Royal Poinciana Moth),2
ImageNet-pretrained ResNet18,52,Hypena bijugalis (Dimorphic Bomolocha Moth),Erebidae,Hypena,10,2,0.2,49,Bulia deducta (Deduced Graphic),2
ImageNet-pretrained ResNet18,67,Lerodea eufala (Eufala Skipper),Hesperiidae,Lerodea,10,2,0.2,32,Phymata americana (Jagged Ambush Bug),2
ImageNet-pretrained ResNet18,72,Euclea incisa (Green Oak-Slug Moth),Limacodidae,Euclea,10,2,0.2,7,Agrilus planipennis (Emerald Ash Borer),2
ImageNet-pretrained ResNet18,102,Hemileuca maia (Buck Moth),Saturniidae,Hemileuca,10,2,0.2,6,Scolopendra heros (Giant Desert Centipede),2
ImageNet-pretrained ResNet18,105,Dolba hyloeus (Pawpaw Sphinx Moth),Sphingidae,Dolba,10,2,0.2,24,Adelges tsugae (Hemlock Woolly Adelgid),2
ImageNet-pretrained ResNet18,125,Conocephalus fuscus (Long-winged Conehead),Tettigoniidae,Conocephalus,10,2,0.2,113,Orthodera ministralis (Australian Green Mantis),2
ImageNet-pretrained ResNet18,126,Faxonius virilis (Virile Crayfish),Cambaridae,Faxonius,10,2,0.2,143,Rana aurora (Northern Red-legged Frog),2
ImageNet-pretrained ResNet18,127,Petrolisthes elongatus (New Zealand Half Crab),Porcellanidae,Petrolisthes,10,2,0.2,143,Rana aurora (Northern Red-legged Frog),2
ImageNet-pretrained ResNet18,165,Tringa glareola (Wood Sandpiper),Scolopacidae,Tringa,10,2,0.2,157,Pluvialis dominica (American Golden-Plover),2
ImageNet-pretrained ResNet18,200,Chamaea fasciata (Wrentit),Sylviidae,Chamaea,10,2,0.2,205,Empidonax hammondii (Hammond's Flycatcher),2
ImageNet-pretrained ResNet18,208,Zosterops japonicus (Warbling White-eye),Zosteropidae,Zosterops,10,2,0.2,183,Ptilotula penicillata (White-plumed Honeyeater),2
ImageNet-pretrained ResNet18,224,Lycalopex culpaeus (Culpeo),Canidae,Lycalopex,10,2,0.2,176,Loxia curvirostra (Red Crossbill),2
ImageNet-pretrained ResNet18,231,Myodes glareolus (Bank Vole),Cricetidae,Myodes,10,2,0.2,200,Chamaea fasciata (Wrentit),2
ImageNet-pretrained ResNet18,232,Marmota monax (Woodchuck),Sciuridae,Marmota,10,2,0.2,229,Macropus fuliginosus (Western Grey Kangaroo),2
ImageNet-pretrained ResNet18,245,Pseudaspis cana (Mole Snake),Lamprophiidae,Pseudaspis,10,2,0.2,247,Crotalus oreganus (Western Rattlesnake),2
ImageNet-pretrained ResNet18,251,Aliger gigas (Queen Conch),Strombidae,Aliger,10,2,0.2,252,Buccinum undatum (Common Whelk),2
ImageNet-pretrained ResNet18,264,Agaricus xanthodermus (Yellow Stainer),Agaricaceae,Agaricus,10,2,0.2,265,Chlorophyllum molybdites (green-spored parasol),2
ImageNet-pretrained ResNet18,281,Allium cernuum (nodding onion),Amaryllidaceae,Allium,10,2,0.2,369,Polygonum paronychia (beach knotweed),2
ImageNet-pretrained ResNet18,297,Erythronium oregonum (giant white fawn lily),Liliaceae,Erythronium,10,2,0.2,412,Monarda punctata (spotted horse mint),2
ImageNet-pretrained ResNet18,313,Torilis japonica (upright hedge-parsley),Apiaceae,Torilis,10,2,0.2,349,Cardamine impatiens (narrow-leaved bittercress),2
ImageNet-pretrained ResNet18,316,Schefflera actinophylla (Octopus Tree),Araliaceae,Schefflera,10,2,0.2,461,Eriobotrya japonica (Loquat),2
ImageNet-pretrained ResNet18,319,Ambrosia salsola (common burrobrush),Asteraceae,Ambrosia,10,2,0.2,359,Honckenya peploides (Sea Sandwort),2
ImageNet-pretrained ResNet18,326,Eupatorium capillifolium (dogfennel),Asteraceae,Eupatorium,10,2,0.2,490,Abies concolor (white fir),2
ImageNet-pretrained ResNet18,345,Myosotis latifolia (broadleaf forget-me-not),Boraginaceae,Myosotis,10,2,0.2,346,Myosotis scorpioides (water forget-me-not),2
ImageNet-pretrained ResNet18,364,Bistorta vivipara (alpine bistort),Polygonaceae,Bistorta,10,2,0.2,404,Morella californica (California Wax Myrtle),2
ImageNet-pretrained ResNet18,380,Arctostaphylos glauca (Big Berry Manzanita),Ericaceae,Arctostaphylos,10,2,0.2,474,Bursera microphylla (elephant tree),2
